decoyID	mean_phylop	max_phylop	fraction_constrained	fraction_constrained_p01	sum_positive_phylop
LIN9_226238965_C	74.873581	321.616000	0.387097	0.387097	3450.575000
LIN9_226265527_C	65.124081	321.616000	0.351351	0.351351	4099.269000
LIN9_226279502_P	-0.694510	-0.461000	0.000000	0.000000	0.000000
LIN9_226301506_P	0.053327	1.438000	0.020408	0.000000	16.499000
LINC01352_220829311_P	-0.385959	1.361000	0.061224	0.000000	10.501000
LINC01352_220829355_P	-0.232372	1.361000	0.023256	0.000000	10.517000
LINC01352_220829437_C	-0.195207	1.304000	0.034483	0.000000	16.048000
LINC01352_220829833_P	-1.073265	-0.630000	0.000000	0.000000	0.000000
LINC01352_220830522_P	-0.364082	0.717000	0.000000	0.000000	8.647000
LINC01352_220830547_P	0.193042	1.383000	0.125000	0.000000	10.655000
LINC01352_220830593_P	0.046556	1.383000	0.044444	0.000000	15.327000
LINC01352_220830902_C	-0.419155	1.508000	0.034483	0.000000	12.446000
LINC01352_220831035_P	-0.303918	1.667000	0.020408	0.000000	13.298000
LINC01352_220831378_C	-0.286862	0.891000	0.000000	0.000000	9.271000
LPGAT1_211779356_P	0.465959	1.763000	0.183673	0.000000	31.840000
LPGAT1_211830567_C	0.044741	1.432000	0.034483	0.000000	20.797000
LYST_235664459_C	-54.470018	321.616000	0.142857	0.142857	2273.122000
LYST_235686943_C	-28.388164	321.616000	0.236364	0.236364	2863.153000
LYST_235709085_C	116.059088	321.616000	0.529412	0.529412	4465.265000
LYST_235710253_P	-0.257694	1.445000	0.020408	0.000000	10.763000
LYST_235715195_C	25.112000	321.616000	0.263158	0.263158	1595.778000
LYST_235728465_P	0.117429	1.527000	0.040816	0.000000	18.371000
LYST_235731273_P	-0.055041	1.279000	0.000000	0.000000	15.258000
LYST_235752373_P	0.055245	1.885000	0.020408	0.000000	17.194000
LYST_235755723_P	92.733000	319.100000	0.600000	0.600000	1586.574000
LYST_235755751_P	-0.119444	1.257000	0.000000	0.000000	8.727000
LYST_235770154_C	17.292053	321.616000	0.263158	0.263158	4772.316000
LYST_235774907_C	65.699488	321.616000	0.279070	0.279070	3723.663000
LYST_235775303_P	0.139306	1.842000	0.020408	0.000000	18.937000
LYST_235788695_C	-44.608960	321.616000	0.180000	0.180000	2773.646000
LYST_235793839_P	0.059061	1.006000	0.000000	0.000000	14.012000
LYST_235805737_C	-42.573549	321.616000	0.078431	0.078431	1286.464000
LYST_235812965_C	50.188192	321.616000	0.307692	0.307692	4121.850000
LYST_235842501_P	0.162816	1.635000	0.081633	0.000000	22.772000
MAP3K21_233333915_P	-0.680592	-0.466000	0.000000	0.000000	0.000000
MAP3K21_233376522_C	45.627019	321.616000	0.576923	0.576923	9362.857000
MARC2_220748798_C	-70.746533	321.616000	0.433333	0.433333	3057.330000
MARC2_220755115_C	20.781357	321.616000	0.380952	0.380952	4458.258000
MARC2_220779930_P	-0.327939	1.530000	0.020408	0.000000	11.028000
MARC2_220782746_P	-0.355857	1.364000	0.040816	0.000000	9.849000
MARK1_220574267_P	-0.474388	1.020000	0.000000	0.000000	7.650000
MARK1_220590864_P	0.224755	1.729000	0.061224	0.000000	23.228000
MARK1_220632308_C	28.976038	321.616000	0.358491	0.358491	5223.096000
MARK1_220636021_C	72.146091	321.616000	0.431818	0.431818	4274.470000
MIA3_222619154_P	-0.485939	0.971000	0.000000	0.000000	5.265000
MIA3_222650375_C	0.979293	3.735000	0.362069	0.275862	75.550000
MIA3_222653125_C	-68.311423	321.616000	0.288462	0.288462	3501.963000
MIA3_222661747_P	-0.277163	2.142000	0.020408	0.020408	11.496000
MTR_236796251_P	-0.268082	0.849000	0.000000	0.000000	11.671000
MTR_236813578_P	-0.262449	1.304000	0.081633	0.000000	14.111000
MTR_236824214_C	-19.310907	321.616000	0.222222	0.222222	3785.394000
MTR_236825126_P	-0.197878	1.353000	0.020408	0.000000	11.058000
MTR_236825394_C	-20.148200	321.616000	0.371429	0.371429	3009.052000
MTR_236829465_P	-0.149082	1.799000	0.020408	0.000000	14.342000
MTR_236850518_C	-9.243111	321.616000	0.314815	0.314815	3419.341000
MTR_236853083_C	13.193312	321.616000	0.416667	0.416667	3656.322000
MTR_236858159_P	-0.244082	0.610000	0.000000	0.000000	7.930000
MTR_236880831_C	78.701694	321.616000	0.250000	0.250000	2859.815000
MTR_236885027_P	-0.190653	1.472000	0.040816	0.000000	12.511000
MTR_236894552_C	-7.987815	321.616000	0.277778	0.277778	3224.711000
MTR_236895545_C	20.455585	321.616000	0.301887	0.301887	3201.062000
MTR_236897465_P	170.317077	319.100000	0.769231	0.769231	3142.055000
NEK2_211667379_P	-0.363184	1.392000	0.020408	0.000000	10.684000
NEK2_211675378_C	-12.383558	321.616000	0.250000	0.250000	4087.230000
NID1_235985579_P	-0.166265	0.808000	0.000000	0.000000	10.265000
NID1_235993246_P	-0.466694	1.452000	0.020408	0.000000	8.408000
NID1_236011915_C	-51.680721	321.616000	0.209302	0.209302	2825.531000
NID1_236032395_C	93.355773	321.616000	0.590909	0.590909	3773.654000
NID1_236041266_P	-0.318939	0.348000	0.000000	0.000000	8.700000
NID1_236048684_C	74.070483	321.801000	0.620690	0.620690	11364.960000
NID1_236049086_P	-0.509327	0.799000	0.000000	0.000000	6.316000
NID1_236064849_C	0.550897	3.469000	0.310345	0.137931	49.951000
NLRP3_247423344_C	0.177966	2.322000	0.241379	0.103448	37.105000
NLRP3_247448271_P	-0.085408	0.902000	0.000000	0.000000	11.026000
NSL1_212787553_C	0.731914	3.793000	0.275862	0.189655	56.098000
NSL1_212791265_P	-0.085122	2.106000	0.061224	0.020408	15.033000
NUP133_229449120_C	48.025021	321.616000	0.291667	0.291667	4306.375000
NUP133_229452895_P	-0.070388	1.355000	0.020408	0.000000	15.396000
NUP133_229464874_P	71.142160	309.276000	0.560000	0.560000	3754.555000
NUP133_229465414_C	-25.464118	321.616000	0.323529	0.323529	3473.505000
NUP133_229489949_C	-81.740081	321.616000	0.243243	0.243243	2842.720000
NUP133_229490635_P	-0.238327	1.533000	0.040816	0.000000	12.065000
NUP133_229492871_P	-0.728347	-0.389000	0.000000	0.000000	0.000000
NUP133_229508062_C	0.985897	4.117000	0.379310	0.258621	75.541000
NVL_224287769_C	35.661677	321.616000	0.225806	0.225806	1807.308000
NVL_224295759_P	-0.397000	0.393000	0.000000	0.000000	6.681000
NVL_224303717_C	-87.033796	321.616000	0.129630	0.129630	1999.549000
NVL_224305260_P	-0.100163	0.869000	0.000000	0.000000	12.583000
NVL_224318026_P	-0.009102	1.366000	0.040816	0.000000	16.132000
NVL_224326385_C	1.499448	4.567000	0.465517	0.362069	94.542000
NVL_224329399_P	-0.103816	1.605000	0.081633	0.000000	16.640000
NVL_224330065_C	0.490741	2.981000	0.293103	0.258621	53.923000
OBSCN_228208180_C	-0.269207	1.327000	0.017241	0.000000	14.208000
OBSCN_228215093_C	32.453368	321.616000	0.333333	0.280702	4058.241000
OBSCN_228277037_C	5.788759	321.616000	0.203704	0.203704	3519.717000
OBSCN_228283764_C	30.896811	321.616000	0.396226	0.396226	4133.634000
OBSCN_228293862_P	159.099469	321.801000	0.755102	0.755102	11654.278000
OBSCN_228293987_P	146.778918	321.801000	0.734694	0.734694	11373.192000
OBSCN_228335646_P	-0.862367	1.130000	0.000000	0.000000	5.205000
OBSCN_228336788_P	-0.552102	2.420000	0.020408	0.020408	8.671000
OBSCN_228340096_C	31.287155	321.801000	0.551724	0.551724	10075.704000
OBSCN_228351133_P	-0.910673	0.616000	0.000000	0.000000	2.094000
PARP1_226371866_P	-0.532796	1.419000	0.040816	0.000000	8.874000
PARP1_226374220_C	24.009474	321.616000	0.263158	0.263158	1583.444000
PARP1_226376736_P	-0.203245	1.928000	0.040816	0.000000	13.224000
PARP1_226380280_P	-0.250469	1.135000	0.000000	0.000000	10.111000
PARP1_226381062_C	62.382600	321.616000	0.300000	0.300000	3449.733000
PARP1_226388929_P	-0.557490	1.121000	0.000000	0.000000	6.470000
PARP1_226402208_C	20.871232	321.616000	0.232143	0.232143	3852.070000
PARP1_226407804_C	-17.982396	321.616000	0.283019	0.283019	4297.312000
PGBD2_248909348_P	0.159041	1.203000	0.000000	0.000000	24.331000
PGBD2_248913874_C	0.368776	1.606000	0.241379	0.000000	36.551000
PGBD5_230329378_P	-0.158245	1.473000	0.040816	0.000000	14.371000
PGBD5_230425592_C	-17.704157	321.801000	0.470588	0.470588	7620.836000
PLXNA2_208033313_C	5.230719	321.616000	0.263158	0.263158	4747.678000
PLXNA2_208039615_C	11.626786	321.616000	0.303571	0.303571	4762.330000
PLXNA2_208051250_C	17.274778	321.616000	0.277778	0.277778	4784.800000
PLXNA2_208092900_P	-35.398756	321.616000	0.222222	0.222222	3185.829000
PLXNA2_208093172_P	0.023102	1.299000	0.000000	0.000000	16.185000
PLXNA2_208096327_P	-0.379612	1.127000	0.000000	0.000000	9.804000
PPP2R5A_212346162_P	-0.342224	1.190000	0.000000	0.000000	6.851000
PPP2R5A_212357279_C	53.132078	321.616000	0.509804	0.509804	7282.763000
PROX1_213998255_C	15.585810	321.616000	0.310345	0.310345	5683.736000
PROX1_214028816_P	-0.045204	1.955000	0.040816	0.000000	17.745000
PSEN2_226881886_P	-26.755093	321.616000	0.162791	0.162791	2199.568000
PSEN2_226889887_P	-0.474878	1.900000	0.040816	0.000000	10.692000
PSEN2_226891356_C	0.627397	2.736000	0.362069	0.172414	54.680000
PSEN2_226891839_C	1.111621	2.835000	0.465517	0.396552	78.895000
PTPN14_214394893_C	133.301452	321.616000	0.516129	0.516129	4388.719000
PTPN14_214403241_P	-0.138694	1.727000	0.020408	0.000000	14.460000
PTPN14_214462844_P	-0.003020	1.737000	0.061224	0.000000	17.026000
PTPN14_214464624_C	-39.320474	321.616000	0.175439	0.175439	3166.904000
PTPN14_214508552_P	-0.737000	-0.497000	0.000000	0.000000	0.000000
PTPN14_214551177_C	0.578017	3.264000	0.258621	0.120690	46.264000
RAB3GAP2_220162192_C	7.029148	321.616000	0.277778	0.277778	3634.663000
RAB3GAP2_220182712_C	68.337875	321.616000	0.437500	0.437500	6642.462000
RAB3GAP2_220190058_C	52.917250	321.616000	0.450000	0.450000	2639.829000
RAB3GAP2_220193602_P	-0.082816	1.741000	0.102041	0.000000	14.183000
RAB3GAP2_220207755_P	0.282673	2.177000	0.081633	0.020408	22.345000
RAB3GAP2_220225111_P	-0.113122	2.349000	0.020408	0.020408	12.989000
RAB4A_229271365_C	1.105672	2.860000	0.465517	0.379310	76.817000
RAB4A_229290724_P	-0.101163	1.043000	0.000000	0.000000	15.195000
RCOR3_211277887_P	-0.049143	1.949000	0.020408	0.000000	14.765000
RCOR3_211304135_C	-19.472200	321.616000	0.420000	0.420000	5784.884000
RHOU_228735999_C	155.026769	321.801000	0.750000	0.750000	12216.779000
RHOU_228737489_P	0.142020	2.986000	0.061224	0.061224	22.824000
RHOU_228737726_C	72.547870	321.616000	0.481481	0.481481	6460.777000
RHOU_228743601_P	48.370692	321.616000	0.538462	0.538462	6736.557000
RRP15_218302554_C	74.809067	321.616000	0.577778	0.577778	5425.825000
RRP15_218317257_P	-0.232571	1.779000	0.040816	0.000000	14.310000
RYR2_237042564_C	0.337638	3.270000	0.172414	0.068966	38.347000
RYR2_237148216_P	-0.196816	1.707000	0.061224	0.000000	14.627000
RYR2_237301801_P	-0.183061	1.004000	0.000000	0.000000	12.012000
RYR2_237423243_C	-0.180411	321.616000	0.267857	0.232143	4125.179000
RYR2_237470041_P	-0.400408	1.467000	0.020408	0.000000	7.459000
RYR2_237496747_C	12.508487	321.616000	0.461538	0.461538	4201.662000
RYR2_237506541_P	-0.066776	0.863000	0.000000	0.000000	11.509000
RYR2_237591407_P	0.173265	2.223000	0.081633	0.020408	22.443000
RYR2_237591848_C	86.772063	321.616000	0.625000	0.625000	3737.406000
RYR2_237593631_C	69.534964	321.616000	0.345455	0.345455	5999.825000
RYR2_237623564_P	-0.371061	0.355000	0.000000	0.000000	7.810000
RYR2_237631536_C	78.315942	321.616000	0.596154	0.596154	6193.845000
RYR2_237634987_C	12.491062	321.616000	0.479167	0.479167	3690.391000
RYR2_237640997_C	21.727447	321.616000	0.382979	0.382979	4523.984000
RYR2_237648608_C	-8.854415	321.616000	0.463415	0.463415	3334.802000
RYR2_237673916_P	43.011061	321.021000	0.571429	0.571429	8693.128000
RYR2_237679164_P	-0.474388	1.459000	0.020408	0.000000	9.097000
RYR2_237699020_C	99.818500	321.616000	0.340909	0.340909	4727.409000
RYR2_237706288_P	-0.141816	1.609000	0.061224	0.000000	16.179000
RYR2_237709093_C	6.097804	321.616000	0.250000	0.250000	3254.859000
RYR2_237712130_P	-0.637776	0.867000	0.000000	0.000000	3.234000
RYR2_237717150_P	55.173122	321.801000	0.591837	0.591837	9096.004000
RYR2_237722292_P	0.069551	1.599000	0.020408	0.000000	17.493000
RYR2_237732144_C	37.188036	321.616000	0.345455	0.345455	5282.734000
RYR2_237750158_P	-0.241959	1.326000	0.020408	0.000000	7.780000
RYR2_237773643_C	11.272464	321.616000	0.535714	0.535714	4309.871000
RYR2_237788130_C	-44.161075	321.616000	0.325000	0.325000	3783.284000
RYR2_237793610_P	51.718841	319.100000	0.295455	0.295455	4069.843000
RYR2_237806278_C	34.550400	321.616000	0.440000	0.440000	4903.381000
RYR2_237818819_P	0.083612	1.463000	0.040816	0.000000	19.243000
SCCPDH_246724607_C	21.150879	321.801000	0.534483	0.534483	9644.222000
SCCPDH_246724995_P	-0.396673	1.086000	0.000000	0.000000	11.318000
SCCPDH_246750015_P	-1.083959	-0.955000	0.000000	0.000000	0.000000
SCCPDH_246758351_C	205.814174	321.616000	0.826087	0.826087	4987.409000
SCCPDH_246764021_P	-0.341449	1.000000	0.000000	0.000000	10.506000
SCCPDH_246764352_C	48.233571	321.616000	0.408163	0.408163	5732.184000
SDCCAG8_243256235_C	1.529345	2.987000	0.603448	0.431034	94.365000
SDCCAG8_243460404_P	-0.615776	1.649000	0.040816	0.000000	8.757000
SERTAD4_210233006_C	0.242224	1.956000	0.068966	0.000000	26.851000
SERTAD4_210234770_P	-0.059122	1.403000	0.040816	0.000000	16.942000
SH3BP5L_248814783_P	-0.177265	1.171000	0.000000	0.000000	14.797000
SH3BP5L_248825829_C	0.263569	2.861000	0.103448	0.051724	33.624000
SIPA1L2_232404443_P	-0.264020	1.227000	0.000000	0.000000	11.868000
SIPA1L2_232561463_C	-0.157897	1.774000	0.034483	0.000000	16.607000
SLC30A1_211577722_P	-0.041265	2.230000	0.102041	0.040816	17.546000
SLC30A1_211577985_C	98.510696	321.801000	0.660714	0.660714	11506.011000
SLC35F3_233905125_C	0.687414	2.700000	0.327586	0.206897	53.855000
SLC35F3_234224860_P	-0.428735	1.847000	0.020408	0.000000	11.285000
SMYD2_214281422_C	100.898750	321.625000	0.678571	0.678571	11248.613000
SMYD2_214306357_P	-0.114163	1.401000	0.040816	0.000000	14.687000
SMYD2_214318624_P	0.416408	1.936000	0.061224	0.000000	28.462000
SMYD2_214319266_P	-0.293612	1.494000	0.040816	0.000000	11.087000
SMYD2_214324703_C	185.775759	321.801000	0.793103	0.793103	14612.423000
SMYD2_214326641_P	-0.558796	1.070000	0.000000	0.000000	5.923000
SMYD2_214332187_C	5.638229	321.616000	0.500000	0.500000	4266.686000
SMYD2_214334303_C	2.645565	321.616000	0.282609	0.282609	2574.871000
SMYD3_245929864_C	2.150397	4.117000	0.586207	0.465517	129.996000
SMYD3_246265376_P	-0.300347	0.634000	0.000000	0.000000	7.608000
SNAP47_227738591_P	-0.409347	1.472000	0.020408	0.000000	8.848000
SNAP47_227748228_C	62.070214	321.616000	0.303571	0.303571	5382.742000
SPATA17_217801845_C	0.770983	3.709000	0.344828	0.241379	64.495000
SPATA17_217816861_P	0.001388	1.090000	0.000000	0.000000	16.060000
SPRTN_231339602_P	0.082612	1.820000	0.081633	0.000000	19.786000
SPRTN_231339863_C	8.920220	321.616000	0.280000	0.280000	4390.297000
SPRTN_231351566_C	36.561133	319.100000	0.433333	0.433333	1870.868000
SRP9_225777799_P	0.195837	3.795000	0.224490	0.061224	29.902000
SRP9_225783363_C	-10.024064	321.616000	0.468085	0.468085	6575.420000
TAF1A_222563167_C	33.634070	321.616000	0.395349	0.395349	4385.803000
TAF1A_222577726_P	-0.121959	2.005000	0.081633	0.061224	17.403000
TARBP1_234393356_C	193.197231	321.616000	0.769231	0.769231	2888.235000
TARBP1_234394025_P	0.150204	1.071000	0.000000	0.000000	19.622000
TARBP1_234410439_C	89.170980	321.616000	0.469388	0.469388	6647.163000
TARBP1_234425876_P	0.107939	1.724000	0.061224	0.000000	20.299000
TARBP1_234428282_P	0.092939	2.184000	0.081633	0.020408	21.495000
TARBP1_234429130_C	-20.000388	321.616000	0.346939	0.346939	5264.930000
TARBP1_234437269_C	0.887362	4.661000	0.293103	0.258621	69.204000
TATDN3_212795122_C	1.091224	3.144000	0.327586	0.275862	72.308000
TATDN3_212797058_P	0.164102	1.419000	0.020408	0.000000	19.403000
TATDN3_212804088_P	0.166490	1.637000	0.020408	0.000000	19.773000
TATDN3_212804424_C	68.248689	321.616000	0.622222	0.622222	7547.032000
TATDN3_212807843_C	21.319640	321.616000	0.520000	0.520000	3943.859000
TATDN3_212812175_P	-14.876692	309.291000	0.102564	0.102564	1237.164000
TFB2M_246563083_P	-1.038490	-0.716000	0.000000	0.000000	0.000000
TFB2M_246565820_C	0.481534	2.867000	0.293103	0.258621	50.923000
TGFB2_218347042_C	60.218250	321.616000	0.638889	0.638889	3653.493000
TGFB2_218390976_P	0.106306	1.939000	0.122449	0.000000	21.275000
TMEM206_212379490_P	-0.271796	1.315000	0.040816	0.000000	9.503000
TMEM206_212410419_C	0.620052	2.919000	0.224138	0.172414	50.687000
TMEM206_212414125_P	0.169673	2.360000	0.183673	0.020408	29.866000
TMEM206_212414716_C	1.230207	3.301000	0.396552	0.310345	80.295000
TP53BP2_223798433_P	-27.348977	321.616000	0.295455	0.295455	3067.245000
TP53BP2_223801096_P	-0.752857	0.948000	0.000000	0.000000	4.743000
TP53BP2_223804168_C	15.297837	321.616000	0.325581	0.325581	4428.842000
TP53BP2_223808463_P	-0.399408	0.477000	0.000000	0.000000	7.632000
TP53BP2_223821214_C	26.686333	321.616000	0.291667	0.291667	3487.282000
TP53BP2_223845648_C	0.710552	2.512000	0.413793	0.120690	54.560000
TRAF3IP3_209756304_C	0.650810	2.649000	0.310345	0.137931	51.968000
TRAF3IP3_209759129_C	0.057345	1.526000	0.086207	0.000000	24.614000
TRAF3IP3_209776483_P	-0.427653	1.858000	0.061224	0.000000	10.794000
TRAF3IP3_209779006_P	-0.007816	2.080000	0.081633	0.020408	17.880000
TRAF5_211356884_P	-0.050265	2.205000	0.020408	0.020408	14.403000
TRAF5_211369587_C	1.283707	3.620000	0.413793	0.293103	81.165000
TSNAX_231529354_C	1.452483	4.120000	0.482759	0.379310	94.794000
TSNAX_231537417_P	-0.036429	1.076000	0.000000	0.000000	14.128000
TTC13_230909220_P	-0.074265	1.356000	0.040816	0.000000	12.604000
TTC13_230911841_P	0.244592	1.744000	0.081633	0.000000	25.772000
TTC13_230921415_C	31.506941	321.616000	0.313725	0.313725	5035.282000
TTC13_230924835_C	22.397483	321.616000	0.293103	0.293103	4850.427000
TTC13_230933773_C	-22.970839	321.616000	0.214286	0.214286	3744.510000
TTC13_230933860_P	-8.931043	321.616000	0.304348	0.304348	4017.059000
TTC13_230943800_C	118.808000	321.616000	0.529412	0.529412	5697.746000
TTC13_230944129_P	-0.113367	1.255000	0.000000	0.000000	13.726000
TTC13_230954802_P	-0.014184	2.065000	0.081633	0.040816	18.547000
TTC13_230961070_P	0.088082	1.721000	0.061224	0.000000	19.447000
TTC13_230961203_C	1.465138	3.894000	0.465517	0.413793	95.170000
TTC13_230978554_C	0.799017	3.468000	0.275862	0.137931	56.604000
USH2A_216189889_P	-0.157837	1.082000	0.000000	0.000000	11.699000
USH2A_216198309_C	30.459500	321.616000	0.470588	0.470588	4822.654000
USH2A_216207267_C	108.900795	321.616000	0.487179	0.487179	5962.807000
USH2A_216258880_P	-0.121449	1.573000	0.020408	0.000000	14.125000
USH2A_216384606_P	0.041204	1.381000	0.102041	0.000000	17.761000
USH2A_216403590_P	-0.711245	-0.314000	0.000000	0.000000	0.000000
USH2A_216421846_C	-55.920630	321.616000	0.333333	0.333333	4958.208000
USH2A_216423208_C	1.504828	3.850000	0.620690	0.310345	88.499000
WDR26_224398091_C	-41.133436	321.616000	0.218182	0.218182	3211.009000
WDR26_224398883_C	6.469528	321.616000	0.320755	0.320755	5364.000000
WDR26_224399286_P	0.027857	1.883000	0.020408	0.000000	15.902000
WDR26_224399497_P	0.090694	1.683000	0.020408	0.000000	19.977000
WDR26_224400944_C	-13.454106	321.616000	0.297872	0.297872	4450.873000
WDR26_224401324_P	0.009122	1.625000	0.020408	0.000000	16.771000
WDR26_224406087_P	-0.064102	0.949000	0.000000	0.000000	10.704000
WDR26_224433678_C	65.052500	321.616000	0.440000	0.440000	6959.451000
WDR64_241652624_C	0.835621	4.294000	0.327586	0.224138	62.895000
WDR64_241665473_P	0.108184	1.203000	0.000000	0.000000	20.955000
WDR64_241695586_P	-0.028224	1.421000	0.081633	0.000000	15.561000
WDR64_241723431_C	1.381741	4.375000	0.413793	0.379310	95.502000
WDR64_241744511_C	1.127552	4.678000	0.327586	0.275862	78.142000
WDR64_241749326_P	0.149857	1.673000	0.020408	0.000000	20.251000
WDR64_241751599_P	-0.217327	0.841000	0.000000	0.000000	10.578000
WDR64_241756536_P	0.073694	0.977000	0.000000	0.000000	14.965000
WDR64_241770685_C	0.772000	2.828000	0.396552	0.327586	63.220000
WDR64_241795282_C	1.302017	4.103000	0.413793	0.275862	87.093000
ZNF496_247325132_P	-0.155082	1.514000	0.020408	0.000000	13.025000
ZNF496_247329960_C	0.416414	2.353000	0.086207	0.034483	34.964000
ZNF678_227563719_C	-1.006086	-0.866000	0.000000	0.000000	0.000000
ZNF678_227629908_P	-1.085245	-1.058000	0.000000	0.000000	0.000000
ZP4_237882736_C	-0.067328	1.652000	0.068966	0.000000	20.962000
ZP4_237884763_C	98.145737	321.616000	0.394737	0.394737	4612.064000
ZP4_237884827_P	135.103062	321.616000	0.656250	0.656250	5697.514000
ZP4_237884956_P	-0.441857	0.711000	0.000000	0.000000	6.193000
ZP4_237885536_P	118.576413	321.801000	0.717391	0.717391	8667.374000
ZP4_237886160_P	-0.518816	1.604000	0.020408	0.000000	8.209000
ZP4_237886765_C	0.786103	3.259000	0.362069	0.275862	60.131000
ZP4_237890455_C	0.109483	3.547000	0.189655	0.120690	34.013000
ABHD12_25303544_C	-17.417755	321.616000	0.207547	0.207547	3129.111000
ABHD12_25362306_P	-1.362531	-1.132000	0.000000	0.000000	0.000000
ACSS1_25012595_C	7.137220	321.616000	0.260000	0.260000	3621.024000
ACSS1_25013204_P	-0.548122	1.018000	0.000000	0.000000	6.176000
ACSS1_25013530_C	35.174245	321.616000	0.265306	0.265306	4055.052000
ACSS1_25047477_P	-0.249327	1.116000	0.000000	0.000000	9.624000
ADAM33_3671231_C	-64.648217	309.292000	0.173913	0.173913	1237.166000
ADAM33_3674385_P	205.690565	321.616000	0.869565	0.869565	5658.690000
ADAM33_3675708_P	-0.333122	1.115000	0.000000	0.000000	11.129000
ADAM33_3681902_C	-0.418500	2.071000	0.051724	0.017241	17.275000
ANGPT4_879741_C	-17.890564	321.616000	0.363636	0.363636	2832.742000
ANGPT4_881271_P	33.218064	321.616000	0.276596	0.276596	3173.885000
ANGPT4_889124_P	-0.221980	1.602000	0.020408	0.000000	11.122000
ANGPT4_890207_C	45.348208	321.616000	0.245283	0.245283	4104.740000
ANKEF1_10038642_C	-13.565595	321.616000	0.452381	0.452381	3749.052000
ANKEF1_10042973_P	0.001898	1.712000	0.102041	0.000000	19.440000
ANKEF1_10047850_P	0.110796	2.166000	0.122449	0.020408	22.431000
ANKEF1_10053270_C	149.065095	321.616000	0.666667	0.666667	8627.090000
AP5S1_3820753_C	0.169466	2.591000	0.086207	0.051724	30.937000
AP5S1_3820887_P	-0.416551	1.627000	0.040816	0.000000	11.946000
AP5S1_3821859_P	-0.253429	1.109000	0.000000	0.000000	6.643000
AP5S1_3822288_C	87.279224	321.616000	0.571429	0.571429	7877.452000
ATRN_3471512_C	71.794574	321.616000	0.425926	0.425926	7244.356000
ATRN_3539951_P	0.132959	1.373000	0.061224	0.000000	18.653000
ATRN_3540127_P	94.654486	319.100000	0.864865	0.864865	4130.197000
ATRN_3547173_P	0.222327	2.214000	0.142857	0.020408	23.485000
ATRN_3562454_C	32.090755	321.616000	0.306122	0.306122	4520.940000
ATRN_3573308_P	-0.214143	1.649000	0.020408	0.000000	14.932000
ATRN_3584078_C	124.201524	321.616000	0.809524	0.809524	7125.601000
ATRN_3591301_C	56.441754	321.616000	0.298246	0.298246	5460.983000
AVP_3082971_C	11.814444	321.616000	0.259259	0.259259	3323.235000
AVP_3083028_P	110.020147	321.616000	0.705882	0.705882	5126.609000
BFSP1_17498450_P	-0.237898	1.697000	0.020408	0.000000	11.003000
BFSP1_17530947_C	53.195818	321.616000	0.327273	0.327273	5346.173000
BMP2_6770467_C	-5.573073	321.616000	0.254545	0.254545	3595.165000
BMP2_6772750_P	-0.181735	1.605000	0.020408	0.000000	15.119000
BTBD3_11891254_P	-0.584122	0.818000	0.000000	0.000000	4.668000
BTBD3_11918596_C	73.869778	321.616000	0.600000	0.600000	5088.862000
C20orf194_3253720_C	-76.906870	321.616000	0.347826	0.347826	3904.082000
C20orf194_3259916_C	47.891279	321.616000	0.465116	0.465116	6303.774000
C20orf194_3264432_C	22.581385	321.616000	0.500000	0.500000	8196.260000
C20orf194_3282227_P	-0.176367	1.281000	0.000000	0.000000	12.483000
C20orf194_3287626_C	-10.387625	321.616000	0.291667	0.291667	4423.302000
C20orf194_3290987_P	-0.311347	0.546000	0.000000	0.000000	7.644000
C20orf194_3293983_P	0.281796	1.851000	0.163265	0.000000	28.934000
C20orf194_3311955_P	0.220510	1.268000	0.000000	0.000000	19.111000
C20orf194_3318283_C	1.437379	4.133000	0.448276	0.344828	89.973000
C20orf194_3324886_C	0.981759	3.655000	0.275862	0.189655	65.984000
C20orf194_3331629_P	0.133510	2.329000	0.040816	0.020408	20.874000
C20orf194_3348733_P	0.282898	1.958000	0.061224	0.000000	23.599000
CDC25B_3800632_P	-0.141857	1.357000	0.020408	0.000000	12.851000
CDC25B_3801153_P	161.326579	319.959000	0.763158	0.763158	9023.583000
CDC25B_3802095_C	112.479879	319.100000	0.727273	0.727273	3975.980000
CDC25B_3802967_C	-1.884250	321.616000	0.214286	0.214286	3764.359000
CDS2_5157574_P	-0.357918	0.394000	0.000000	0.000000	7.880000
CDS2_5175274_C	50.207822	321.616000	0.400000	0.400000	5388.885000
CDS2_5176989_P	-0.250061	1.065000	0.000000	0.000000	10.091000
CDS2_5182440_C	-5.062120	321.616000	0.280000	0.280000	4101.630000
CHGB_5911585_P	-0.144020	1.778000	0.040816	0.000000	13.864000
CHGB_5916367_C	1.142362	2.995000	0.379310	0.258621	70.597000
COX4I2_31638726_P	0.266816	1.729000	0.061224	0.000000	24.483000
COX4I2_31639094_C	0.228138	2.539000	0.172414	0.103448	39.027000
CRLS1_6006163_P	-0.407816	1.543000	0.020408	0.000000	12.047000
CRLS1_6006547_C	0.412086	2.983000	0.172414	0.103448	37.071000
CRLS1_6006694_P	0.009490	2.523000	0.040816	0.020408	17.688000
CRLS1_6009907_C	62.094758	321.616000	0.333333	0.333333	3436.908000
CRNKL1_20038343_C	-7.108276	321.616000	0.189655	0.189655	3522.953000
CRNKL1_20038627_P	-0.011571	1.765000	0.061224	0.000000	17.112000
