MAF_file	mean_phylop	max_phylop	fraction_constrained	fraction_constrained_p01	sum_positive_phylop	decoy_id_clean
ANKRD13C_70271342	-0.031755	1.344000	0.040816	0.000000	15.704000	ANKRD13C_70271342
ANKRD13C_70293503	1.492857	2.433000	0.530612	0.265306	73.568000	ANKRD13C_70293503
ANKRD13C_70298934	0.155673	1.739000	0.040816	0.000000	23.194000	ANKRD13C_70298934
ANKRD13C_70301365	0.026469	1.404000	0.040816	0.000000	18.285000	ANKRD13C_70301365
ANKRD34A_145963565	0.365167	1.150000	0.000000	0.000000	3.357000	ANKRD34A_145963565
ANKRD34A_145963567	0.765000	0.765000	0.000000	0.000000	0.765000	ANKRD34A_145963567
ANXA9_150988015	-0.220857	1.381000	0.020408	0.000000	12.547000	ANXA9_150988015
AQP10_154321535	-0.074857	1.180000	0.000000	0.000000	10.515000	AQP10_154321535
AQP10_154321538	0.142000	0.847000	0.000000	0.000000	0.847000	AQP10_154321538
ARHGAP29_94208259	-0.093020	1.089000	0.000000	0.000000	10.939000	ARHGAP29_94208259
ARHGEF11_156952445	-0.101857	1.595000	0.061224	0.000000	16.168000	ARHGEF11_156952445
ARHGEF11_156968445	-0.136347	1.267000	0.000000	0.000000	13.529000	ARHGEF11_156968445
ARHGEF2_155966508	67.595703	319.100000	0.540541	0.540541	3771.332000	ARHGEF2_155966508
ARNT_150820991	-0.792367	-0.630000	0.000000	0.000000	0.000000	ARNT_150820991
ARNT_150837085	0.131776	1.652000	0.061224	0.000000	20.131000	ARNT_150837085
ARNT_150839679	2.409091	319.100000	0.136364	0.136364	937.708000	ARNT_150839679
ARNT_150842242	0.620939	1.685000	0.163265	0.000000	33.790000	ARNT_150842242
ARNT_150842246	0.297333	1.698000	0.333333	0.000000	1.698000	ARNT_150842246
ASH1L_155352134	-0.134878	1.550000	0.020408	0.000000	14.182000	ASH1L_155352134
ASH1L_155352138	-0.445667	0.467000	0.000000	0.000000	0.467000	ASH1L_155352138
ATG4C_62824280	-0.162980	1.196000	0.000000	0.000000	13.952000	ATG4C_62824280
ATG4C_62832032	0.272531	1.426000	0.040816	0.000000	22.250000	ATG4C_62832032
ATP5F1_111459115	0.148714	1.153000	0.000000	0.000000	21.487000	ATP5F1_111459115
ATXN7L2_109488246	-0.043837	1.175000	0.000000	0.000000	12.756000	ATXN7L2_109488246
BCAS2_114576132	0.156163	1.150000	0.000000	0.000000	20.228000	BCAS2_114576132
BCAS2_114576136	-0.068333	0.789000	0.000000	0.000000	0.789000	BCAS2_114576136
BCL9_147617965	-0.139082	2.172000	0.081633	0.020408	16.418000	BCL9_147617965
BRDT_91966298	0.199000	1.793000	0.061224	0.000000	22.185000	BRDT_91966298
BRDT_91993398	0.349041	1.972000	0.061224	0.000000	26.673000	BRDT_91993398
BRDT_92001994	-0.056163	2.641000	0.122449	0.020408	19.016000	BRDT_92001994
BRDT_92003029	-0.008102	1.376000	0.061224	0.000000	14.209000	BRDT_92003029
BTBD8_92106205	-0.713694	-0.497000	0.000000	0.000000	0.000000	BTBD8_92106205
BTBD8_92178240	0.030429	1.348000	0.040816	0.000000	18.929000	BTBD8_92178240
C1orf141_67134761	-0.698837	0.943000	0.000000	0.000000	8.032000	C1orf141_67134761
C1orf141_67134766	-0.486500	0.319000	0.000000	0.000000	0.319000	C1orf141_67134766
C1orf168_56759218	-0.255122	1.616000	0.040816	0.000000	13.184000	C1orf168_56759218
C1orf168_56789806	-0.299735	1.445000	0.020408	0.000000	12.717000	C1orf168_56789806
C1orf168_56790468	0.041673	2.382000	0.081633	0.020408	21.592000	C1orf168_56790468
C1orf168_56790473	-0.056000	0.891000	0.000000	0.000000	1.782000	C1orf168_56790473
C1orf52_85253633	-0.166429	1.527000	0.040816	0.000000	14.754000	C1orf52_85253633
C1orf87_60039584	-0.337449	1.641000	0.040816	0.000000	12.419000	C1orf87_60039584
C8A_56873251	-0.381510	1.258000	0.000000	0.000000	10.176000	C8A_56873251
C8A_56879955	-0.212367	1.638000	0.020408	0.000000	12.635000	C8A_56879955
C8A_56882890	-0.108776	1.453000	0.040816	0.000000	13.887000	C8A_56882890
C8A_56910651	0.435306	2.579000	0.142857	0.061224	33.540000	C8A_56910651
C8B_56941690	0.122959	0.988000	0.000000	0.000000	17.664000	C8B_56941690
C8B_56946387	-0.219592	1.159000	0.000000	0.000000	14.028000	C8B_56946387
C8B_56956512	-0.175918	1.847000	0.040816	0.000000	16.343000	C8B_56956512
C8B_56962199	1.088102	2.937000	0.346939	0.265306	59.138000	C8B_56962199
CA14_150261957	-0.140714	1.362000	0.020408	0.000000	13.162000	CA14_150261957
CA14_150261961	0.068333	0.857000	0.000000	0.000000	0.857000	CA14_150261961
CA14_150263932	0.026061	0.874000	0.000000	0.000000	13.126000	CA14_150263932
CACHD1_64632134	-0.395796	0.796000	0.000000	0.000000	8.506000	CACHD1_64632134
CACHD1_64642125	-0.498918	1.655000	0.020408	0.000000	8.812000	CACHD1_64642125
CACHD1_64648427	-0.074837	1.588000	0.040816	0.000000	16.048000	CACHD1_64648427
CACHD1_64648439	-0.201091	1.079000	0.000000	0.000000	2.504000	CACHD1_64648439
CACHD1_64660388	-0.251837	1.481000	0.020408	0.000000	11.598000	CACHD1_64660388
CACHD1_64660395	0.370500	0.909000	0.000000	0.000000	2.821000	CACHD1_64660395
CACHD1_64672886	-0.266857	0.874000	0.000000	0.000000	9.817000	CACHD1_64672886
CACHD1_64681658	-0.125898	1.257000	0.000000	0.000000	14.303000	CACHD1_64681658
CAPZA1_112651619	0.186041	1.825000	0.061224	0.000000	24.100000	CAPZA1_112651619
CAPZA1_112653900	0.194980	1.870000	0.020408	0.000000	21.974000	CAPZA1_112653900
CCDC18_93213209	-0.808714	-0.357000	0.000000	0.000000	0.000000	CCDC18_93213209
CCDC18_93220863	-0.981918	-0.866000	0.000000	0.000000	0.000000	CCDC18_93220863
CCDC18_93220867	-0.866000	-0.866000	0.000000	0.000000	0.000000	CCDC18_93220867
CCDC18_93230530	0.127531	1.152000	0.000000	0.000000	19.441000	CCDC18_93230530
CCDC18_93253034	-0.728551	-0.417000	0.000000	0.000000	0.000000	CCDC18_93253034
CCDC18_93259125	0.032429	1.853000	0.122449	0.000000	19.760000	CCDC18_93259125
CCDC18_93272902	0.044388	0.853000	0.000000	0.000000	15.144000	CCDC18_93272902
CCT3_156338089	-0.310245	1.653000	0.020408	0.000000	13.562000	CCT3_156338089
CD101_117022717	0.536347	2.627000	0.102041	0.020408	33.707000	CD101_117022717
CD160_145730718	0.025837	1.875000	0.142857	0.000000	20.972000	CD160_145730718
CD2_116767873	0.198592	2.376000	0.061224	0.020408	22.904000	CD2_116767873
CD5L_157837504	-0.260959	1.368000	0.061224	0.000000	15.518000	CD5L_157837504
CDC42SE1_151054346	0.087592	3.219000	0.061224	0.040816	19.231000	CDC42SE1_151054346
CDC7_91510983	0.069163	2.108000	0.081633	0.020408	20.527000	CDC7_91510983
CDC7_91517806	0.175184	1.904000	0.040816	0.000000	21.084000	CDC7_91517806
CELSR2_109273083	64.613857	319.100000	0.333333	0.333333	2184.705000	CELSR2_109273083
CEPT1_111177593	0.272224	2.068000	0.183673	0.081633	27.671000	CEPT1_111177593
CHD1L_147264339	107.065102	321.801000	0.673469	0.673469	10390.436000	CHD1L_147264339
CHD1L_147264349	174.025889	321.801000	0.777778	0.777778	2195.824000	CHD1L_147264349
CHD1L_147266138	0.000633	1.146000	0.000000	0.000000	15.210000	CHD1L_147266138
CHD1L_147271969	-0.118959	1.415000	0.040816	0.000000	15.907000	CHD1L_147271969
CHD1L_147274450	0.235918	2.510000	0.040816	0.020408	25.074000	CHD1L_147274450
CHD1L_147285639	-0.093796	2.372000	0.020408	0.020408	14.231000	CHD1L_147285639
CHD1L_147288772	-0.435531	1.471000	0.020408	0.000000	10.640000	CHD1L_147288772
CHD1L_147294835	-0.012265	1.485000	0.081633	0.000000	15.572000	CHD1L_147294835
CHIA_111311397	0.125633	2.440000	0.122449	0.040816	23.953000	CHIA_111311397
CHIA_111311406	-0.041375	1.125000	0.000000	0.000000	2.717000	CHIA_111311406
CHIA_111312647	-0.002918	1.487000	0.040816	0.000000	14.194000	CHIA_111312647
CHTOP_153634575	-0.490898	1.801000	0.040816	0.000000	12.204000	CHTOP_153634575
CHTOP_153641661	1.633061	2.937000	0.693878	0.469388	82.838000	CHTOP_153641661
CIART_150283732	0.147449	1.728000	0.040816	0.000000	18.870000	CIART_150283732
CLCA1_86468584	-0.165510	2.111000	0.040816	0.020408	16.512000	CLCA1_86468584
CLCA1_86475523	-0.301673	1.103000	0.000000	0.000000	10.144000	CLCA1_86475523
CLCA1_86491936	-0.011673	2.524000	0.061224	0.020408	19.087000	CLCA1_86491936
CLCA2_86427101	0.001306	1.364000	0.081633	0.000000	16.408000	CLCA2_86427101
CLCC1_108936730	-0.188122	2.678000	0.061224	0.020408	15.224000	CLCC1_108936730
COL11A1_102895364	-0.114347	1.768000	0.020408	0.000000	15.336000	COL11A1_102895364
COL11A1_102912760	-0.097327	0.770000	0.000000	0.000000	11.793000	COL11A1_102912760
COL11A1_102939444	-0.281102	1.071000	0.000000	0.000000	6.020000	COL11A1_102939444
COL11A1_102987858	-0.022816	0.899000	0.000000	0.000000	12.010000	COL11A1_102987858
COL11A1_103002940	-0.212735	1.551000	0.081633	0.000000	14.395000	COL11A1_103002940
COL11A1_103002944	-0.407000	0.486000	0.000000	0.000000	0.486000	COL11A1_103002944
COL11A1_103002946	-0.439000	-0.439000	0.000000	0.000000	0.000000	COL11A1_103002946
COL11A1_103010390	-0.112653	1.155000	0.000000	0.000000	15.080000	COL11A1_103010390
COL11A1_103076419	-0.056347	1.929000	0.040816	0.000000	16.547000	COL11A1_103076419
COL24A1_85732125	0.170204	1.827000	0.040816	0.000000	22.017000	COL24A1_85732125
COL24A1_85735031	93.985478	318.047000	0.413043	0.413043	5889.431000	COL24A1_85735031
COL24A1_85784398	235.813560	318.798000	0.880000	0.880000	6823.176000	COL24A1_85784398
COL24A1_85820432	0.177918	1.743000	0.020408	0.000000	21.629000	COL24A1_85820432
COL24A1_85874809	-0.217510	1.013000	0.000000	0.000000	8.097000	COL24A1_85874809
COL24A1_85874811	-0.354000	-0.354000	0.000000	0.000000	0.000000	COL24A1_85874811
COL24A1_85965476	0.107816	1.769000	0.020408	0.000000	16.724000	COL24A1_85965476
COL24A1_85970952	-0.138776	1.732000	0.040816	0.000000	11.620000	COL24A1_85970952
COL24A1_86017639	0.117735	1.615000	0.081633	0.000000	21.315000	COL24A1_86017639
COL24A1_86021425	-0.346531	1.482000	0.020408	0.000000	8.696000	COL24A1_86021425
COL24A1_86027527	-0.922612	-0.630000	0.000000	0.000000	0.000000	COL24A1_86027527
COL24A1_86033203	0.190224	1.826000	0.040816	0.000000	24.875000	COL24A1_86033203
COL24A1_86057748	-0.024000	3.291000	0.061224	0.040816	20.133000	COL24A1_86057748
CREB3L4_153973145	40.838867	319.100000	0.533333	0.533333	716.678000	CREB3L4_153973145
CSDE1_114728205	0.132776	1.320000	0.204082	0.000000	22.661000	CSDE1_114728205
CSDE1_114735522	0.272694	1.947000	0.102041	0.000000	27.200000	CSDE1_114735522
CSDE1_114736487	-0.107959	2.279000	0.081633	0.020408	17.099000	CSDE1_114736487
CSF1_109916135	0.136408	1.847000	0.020408	0.000000	19.877000	CSF1_109916135
CSF1_109924258	-0.412102	0.908000	0.000000	0.000000	11.420000	CSF1_109924258
CTBS_84556979	0.101918	1.462000	0.040816	0.000000	19.008000	CTBS_84556979
CTH_70424133	0.073327	1.754000	0.040816	0.000000	19.972000	CTH_70424133
CTH_70426681	0.123286	2.050000	0.122449	0.020408	21.770000	CTH_70426681
CTSK_150797323	-0.364612	1.726000	0.020408	0.000000	8.547000	CTSK_150797323
CYB561D1_109494404	-0.316306	1.124000	0.000000	0.000000	8.721000	CYB561D1_109494404
DAB1_57019533	0.152531	2.169000	0.102041	0.040816	25.115000	DAB1_57019533
DAB1_57066722	-0.426408	1.540000	0.040816	0.000000	10.423000	DAB1_57066722
DAP3_155727992	-0.155551	2.141000	0.020408	0.020408	15.549000	DAP3_155727992
DAP3_155731721	-0.190347	1.524000	0.020408	0.000000	12.390000	DAP3_155731721
DBT_100211208	-0.152143	1.402000	0.040816	0.000000	13.874000	DBT_100211208
DBT_100242870	0.332694	1.679000	0.020408	0.000000	23.148000	DBT_100242870
DCLRE1B_113910079	0.005102	1.392000	0.040816	0.000000	17.829000	DCLRE1B_113910079
DCST1_155047379	-0.305000	1.379000	0.020408	0.000000	11.298000	DCST1_155047379
DCST2_155024029	-0.593551	0.887000	0.000000	0.000000	4.521000	DCST2_155024029
DCST2_155026457	-0.443347	1.215000	0.000000	0.000000	8.400000	DCST2_155026457
DCST2_155031506	-0.441327	1.553000	0.020408	0.000000	9.868000	DCST2_155031506
DDX20_111758663	0.096918	1.786000	0.020408	0.000000	19.630000	DDX20_111758663
DENND2C_114602327	0.121531	1.084000	0.000000	0.000000	15.780000	DENND2C_114602327
DENND2C_114604406	-0.051653	1.898000	0.081633	0.000000	14.666000	DENND2C_114604406
DENND2C_114624135	0.085490	2.364000	0.040816	0.040816	22.275000	DENND2C_114624135
DENND2C_114624139	0.108333	0.424000	0.000000	0.000000	0.848000	DENND2C_114624139
DENND2C_114624141	-0.344000	-0.344000	0.000000	0.000000	0.000000	DENND2C_114624141
DENND2D_111188431	171.494449	321.801000	0.775510	0.775510	11926.714000	DENND2D_111188431
DEPDC1_68486141	-0.311510	0.886000	0.000000	0.000000	7.426000	DEPDC1_68486141
DHCR24_54866965	0.141163	1.704000	0.040816	0.000000	21.419000	DHCR24_54866965
DIRAS3_68047890	-0.286714	0.471000	0.000000	0.000000	8.478000	DIRAS3_68047890
DNAJB4_78008581	0.086735	1.853000	0.142857	0.000000	20.661000	DNAJB4_78008581
DNAJC6_65365571	-0.072878	2.129000	0.061224	0.040816	15.533000	DNAJC6_65365571
DNAJC6_65387475	-0.279265	1.256000	0.000000	0.000000	11.084000	DNAJC6_65387475
DNAJC6_65394756	0.111857	1.732000	0.061224	0.000000	20.949000	DNAJC6_65394756
DNAJC6_65399440	-0.314245	0.796000	0.000000	0.000000	8.483000	DNAJC6_65399440
DNAJC6_65404615	0.004878	1.611000	0.040816	0.000000	16.997000	DNAJC6_65404615
DNASE2B_84399192	-0.066816	2.133000	0.061224	0.020408	15.384000	DNASE2B_84399192
DNASE2B_84399196	-0.908000	-0.333000	0.000000	0.000000	0.000000	DNASE2B_84399196
DNASE2B_84402670	0.235082	1.824000	0.040816	0.000000	26.582000	DNASE2B_84402670
DNASE2B_84410387	0.370469	1.835000	0.081633	0.000000	26.139000	DNASE2B_84410387
DNTTIP2_93875226	0.258306	1.771000	0.081633	0.000000	24.495000	DNTTIP2_93875226
DOCK7_62623654	-0.068796	1.254000	0.000000	0.000000	14.265000	DOCK7_62623654
DOCK7_62632526	0.307224	1.782000	0.040816	0.000000	28.146000	DOCK7_62632526
DOCK7_62659818	-0.116286	0.406000	0.000000	0.000000	12.180000	DOCK7_62659818
DPYD_97079487	-0.263265	1.684000	0.020408	0.000000	10.785000	DPYD_97079487
DPYD_97594793	0.244204	1.803000	0.122449	0.000000	23.511000	DPYD_97594793
DR1_93347855	0.401980	3.136000	0.102041	0.020408	31.124000	DR1_93347855
DRAM2_111119025	0.103224	1.808000	0.142857	0.000000	22.481000	DRAM2_111119025
EFCAB7_63527459	0.140224	2.449000	0.102041	0.020408	21.353000	EFCAB7_63527459
EFCAB7_63551498	-0.443163	0.677000	0.000000	0.000000	0.677000	EFCAB7_63551498
EFCAB7_63554099	-0.120204	1.026000	0.000000	0.000000	8.876000	EFCAB7_63554099
EFNA1_155128175	0.392245	3.193000	0.102041	0.020408	29.572000	EFNA1_155128175
EFNA1_155128506	-0.019918	1.269000	0.000000	0.000000	15.366000	EFNA1_155128506
EPS8L3_109758104	-0.183755	1.412000	0.020408	0.000000	12.092000	EPS8L3_109758104
ERICH3_74609476	-0.276612	1.013000	0.000000	0.000000	9.532000	ERICH3_74609476
ERICH3_74609489	0.199417	0.946000	0.000000	0.000000	5.701000	ERICH3_74609489
ERICH3_74619624	-0.299918	1.249000	0.000000	0.000000	13.811000	ERICH3_74619624
ERICH3_74640029	0.391694	1.998000	0.142857	0.000000	29.608000	ERICH3_74640029
ERICH3_74644570	-0.488612	1.004000	0.000000	0.000000	7.892000	ERICH3_74644570
ETV3_157134753	0.349449	2.169000	0.081633	0.040816	26.146000	ETV3_157134753
EVI5_92696509	-0.214306	0.344000	0.000000	0.000000	8.944000	EVI5_92696509
EVI5_92696511	-0.641000	-0.641000	0.000000	0.000000	0.000000	EVI5_92696511
EXTL2_100876032	0.444776	1.979000	0.163265	0.000000	29.931000	EXTL2_100876032
EXTL2_100892231	-0.759714	-0.630000	0.000000	0.000000	0.000000	EXTL2_100892231
F3_94532825	-0.166714	1.974000	0.040816	0.000000	13.948000	F3_94532825
F3_94534658	0.109837	1.721000	0.040816	0.000000	22.682000	F3_94534658
F3_94538655	-0.490837	1.746000	0.020408	0.000000	8.365000	F3_94538655
FAM102B_108605520	0.058510	1.537000	0.040816	0.000000	18.633000	FAM102B_108605520
FAM102B_108605524	-0.043667	0.764000	0.000000	0.000000	1.188000	FAM102B_108605524
FAM102B_108620377	0.409816	1.703000	0.102041	0.000000	28.828000	FAM102B_108620377
FAM102B_108630842	-0.104694	1.530000	0.020408	0.000000	14.880000	FAM102B_108630842
FCRL2_157747100	0.123306	1.627000	0.040816	0.000000	19.954000	FCRL2_157747100
FCRL2_157747104	-0.188000	0.438000	0.000000	0.000000	0.438000	FCRL2_157747104
FCRL2_157747108	-0.724000	-0.623000	0.000000	0.000000	0.000000	FCRL2_157747108
FCRL2_157747563	-0.203755	1.461000	0.020408	0.000000	12.037000	FCRL2_157747563
FCRL2_157776566	-0.147980	1.737000	0.020408	0.000000	10.889000	FCRL2_157776566
FCRL4_157580756	-0.264796	1.071000	0.000000	0.000000	11.085000	FCRL4_157580756
FCRL4_157584099	-0.111980	1.360000	0.020408	0.000000	11.952000	FCRL4_157584099
FCRL4_157584706	0.180980	1.982000	0.040816	0.000000	25.902000	FCRL4_157584706
FCRL4_157588439	-0.134612	1.327000	0.040816	0.000000	12.457000	FCRL4_157588439
FCRL4_157589800	-0.374592	1.049000	0.000000	0.000000	10.787000	FCRL4_157589800
FCRL5_157547639	-0.046184	1.466000	0.081633	0.000000	19.601000	FCRL5_157547639
FDPS_155310545	-0.352102	0.891000	0.000000	0.000000	5.972000	FDPS_155310545
FDPS_155314102	-0.647000	-0.497000	0.000000	0.000000	0.000000	FDPS_155314102
FGGY_59600168	-0.314469	1.502000	0.040816	0.000000	11.356000	FGGY_59600168
FMO5_147189562	0.208816	2.128000	0.142857	0.020408	24.003000	FMO5_147189562
FNBP1L_93531893	0.210796	2.363000	0.122449	0.040816	26.875000	FNBP1L_93531893
FNBP1L_93545156	-0.091082	1.307000	0.020408	0.000000	14.015000	FNBP1L_93545156
FNDC7_108726948	0.256429	2.347000	0.081633	0.040816	25.207000	FNDC7_108726948
FNDC7_108726952	0.312667	1.414000	0.333333	0.000000	2.023000	FNDC7_108726952
FRRS1_99714004	-0.190939	1.479000	0.040816	0.000000	10.621000	FRRS1_99714004
FRRS1_99714008	0.306000	0.815000	0.000000	0.000000	1.276000	FRRS1_99714008
FRRS1_99745209	-0.834898	-0.695000	0.000000	0.000000	0.000000	FRRS1_99745209
GATAD2B_153812370	0.211673	1.858000	0.142857	0.000000	23.406000	GATAD2B_153812370
GBP1_89054583	-0.325837	1.326000	0.040816	0.000000	10.449000	GBP1_89054583
GBP2_89116656	-0.116163	1.829000	0.020408	0.000000	14.473000	GBP2_89116656
GBP2_89116660	-0.311250	1.098000	0.000000	0.000000	1.098000	GBP2_89116660
GBP3_89008353	-0.378245	2.029000	0.081633	0.020408	11.988000	GBP3_89008353
GBP4_89190803	-1.166388	1.903000	0.061224	0.000000	6.036000	GBP4_89190803
GBP4_89198251	-1.221571	-1.135000	0.000000	0.000000	0.000000	GBP4_89198251
GBP5_89266670	-0.224469	1.800000	0.040816	0.000000	12.060000	GBP5_89266670
GBP6_89366596	0.015000	0.969000	0.000000	0.000000	14.799000	GBP6_89366596
GBP6_89368111	-0.099755	1.207000	0.000000	0.000000	16.727000	GBP6_89368111
GBP7_89134799	-0.846265	-0.691000	0.000000	0.000000	0.000000	GBP7_89134799
GBP7_89150813	-0.506388	0.902000	0.000000	0.000000	6.220000	GBP7_89150813
GBP7_89164575	-0.503061	1.086000	0.000000	0.000000	9.271000	GBP7_89164575
GCLM_93891285	0.333837	1.611000	0.142857	0.000000	26.272000	GCLM_93891285
GCLM_93900830	0.179347	1.553000	0.081633	0.000000	22.002000	GCLM_93900830
GDAP2_117874445	-0.792367	-0.630000	0.000000	0.000000	0.000000	GDAP2_117874445
GDAP2_117884136	-0.031531	1.493000	0.081633	0.000000	18.791000	GDAP2_117884136
GDAP2_117894447	-0.272633	1.259000	0.000000	0.000000	10.209000	GDAP2_117894447
GDAP2_117900107	-0.033408	1.089000	0.000000	0.000000	17.127000	GDAP2_117900107
GDAP2_117902616	-0.174286	0.352000	0.000000	0.000000	10.208000	GDAP2_117902616
GLMN_92289691	0.083796	2.985000	0.081633	0.020408	21.903000	GLMN_92289691
GLMN_92296250	0.131020	1.518000	0.142857	0.000000	22.720000	GLMN_92296250
GNAI3_109573636	91.589541	321.801000	0.648649	0.648649	7519.632000	GNAI3_109573636
GNAI3_109585330	-0.030735	1.244000	0.000000	0.000000	14.443000	GNAI3_109585330
GNG12_67705744	-0.042571	1.296000	0.000000	0.000000	15.809000	GNG12_67705744
GPR61_109542131	-0.196082	1.765000	0.020408	0.000000	14.403000	GPR61_109542131
GPSM2_108900784	0.054714	1.491000	0.122449	0.000000	22.701000	GPSM2_108900784
GPSM2_108916506	0.183000	1.619000	0.061224	0.000000	21.846000	GPSM2_108916506
GTF2B_88889622	0.047878	1.425000	0.061224	0.000000	17.843000	GTF2B_88889622
HAO2_119386954	-0.347755	1.185000	0.000000	0.000000	10.285000	HAO2_119386954
HAO2_119388035	-0.562143	0.948000	0.000000	0.000000	8.498000	HAO2_119388035
HENMT1_108654122	-0.946980	-0.630000	0.000000	0.000000	0.000000	HENMT1_108654122
HFM1_91379795	-0.136857	1.562000	0.020408	0.000000	16.385000	HFM1_91379795
HMGCS2_119750939	17.118783	309.321000	0.217391	0.217391	660.360000	HMGCS2_119750939
HMGCS2_119753767	-0.249449	1.330000	0.020408	0.000000	8.659000	HMGCS2_119753767
HMGCS2_119759611	-0.676816	0.710000	0.000000	0.000000	3.904000	HMGCS2_119759611
HMGCS2_119763703	-0.004918	1.230000	0.000000	0.000000	17.724000	HMGCS2_119763703
HOOK1_59828690	102.591914	319.100000	0.457143	0.457143	4987.700000	HOOK1_59828690
HOOK1_59835853	-0.289918	0.732000	0.000000	0.000000	5.728000	HOOK1_59835853
HOOK1_59835864	-0.184300	0.519000	0.000000	0.000000	1.557000	HOOK1_59835864
HOOK1_59845108	-0.532959	-0.378000	0.000000	0.000000	0.000000	HOOK1_59845108
HOOK1_59862501	0.438673	2.365000	0.081633	0.020408	32.323000	HOOK1_59862501
HORMAD1_150707085	0.062878	1.815000	0.081633	0.000000	19.633000	HORMAD1_150707085
HSD3B1_119510467	-0.033959	1.028000	0.000000	0.000000	15.418000	HSD3B1_119510467
HSD3B1_119510484	-0.405750	0.942000	0.000000	0.000000	4.021000	HSD3B1_119510484
HSPB11_53922635	0.082327	2.434000	0.040816	0.020408	21.993000	HSPB11_53922635
IFI44L_78629230	0.276245	1.967000	0.102041	0.000000	25.765000	IFI44L_78629230
IFI44L_78639252	-0.016755	0.593000	0.000000	0.000000	13.639000	IFI44L_78639252
IFI44_78654867	0.236306	2.146000	0.061224	0.040816	23.587000	IFI44_78654867
IFI44_78655771	-0.087122	1.842000	0.061224	0.000000	17.685000	IFI44_78655771
IFI44_78661906	-0.085000	2.208000	0.081633	0.020408	17.990000	IFI44_78661906
IFI44_78663364	-0.239837	1.436000	0.061224	0.000000	12.289000	IFI44_78663364
IFI44_78663645	-0.167510	1.420000	0.081633	0.000000	15.558000	IFI44_78663645
IL12RB2_67322162	0.063633	2.298000	0.061224	0.040816	18.705000	IL12RB2_67322162
IL12RB2_67335869	0.519020	2.218000	0.183673	0.040816	33.504000	IL12RB2_67335869
IL12RB2_67383352	-0.813837	-0.630000	0.000000	0.000000	0.000000	IL12RB2_67383352
IL12RB2_67387206	0.030612	0.364000	0.000000	0.000000	12.740000	IL12RB2_67387206
IL23R_67195518	-0.041918	1.897000	0.061224	0.000000	17.481000	IL23R_67195518
IL23R_67238393	-0.236061	0.976000	0.000000	0.000000	12.193000	IL23R_67238393
IL23R_67258033	-0.065755	1.266000	0.000000	0.000000	15.912000	IL23R_67258033
IL6R_154434897	-0.785551	0.998000	0.000000	0.000000	5.458000	IL6R_154434897
INSRR_156843504	61.386838	320.289000	0.594595	0.594595	6859.286000	INSRR_156843504
INSRR_156845861	-0.593880	0.690000	0.000000	0.000000	2.133000	INSRR_156845861
INSRR_156849104	28.281889	319.100000	0.333333	0.333333	1865.440000	INSRR_156849104
INSRR_156849110	-1.092800	-0.701000	0.000000	0.000000	0.000000	INSRR_156849110
INTS3_153749363	-0.102122	1.064000	0.000000	0.000000	13.162000	INTS3_153749363
INTS3_153759142	-0.874816	-0.630000	0.000000	0.000000	0.000000	INTS3_153759142
INTS3_153772114	-0.103755	1.760000	0.040816	0.000000	14.719000	INTS3_153772114
INTS3_153772135	-0.646650	0.761000	0.000000	0.000000	2.398000	INTS3_153772135
ITGA10_145897747	50.558271	321.801000	0.583333	0.583333	8759.360000	ITGA10_145897747
ITGA10_145897751	147.797500	309.324000	0.500000	0.500000	309.324000	ITGA10_145897751
ITGB3BP_63442184	-0.050510	1.147000	0.000000	0.000000	12.464000	ITGB3BP_63442184
ITGB3BP_63454803	-0.152449	1.777000	0.061224	0.000000	14.973000	ITGB3BP_63454803
JAK1_64850597	-0.604163	1.506000	0.020408	0.000000	5.244000	JAK1_64850597
JAK1_64857816	27.250267	319.100000	0.366667	0.366667	1321.187000	JAK1_64857816
JAK1_64857818	-0.761000	-0.761000	0.000000	0.000000	0.000000	JAK1_64857818
JAK1_64864159	-0.373612	1.658000	0.020408	0.000000	13.526000	JAK1_64864159
KANK4_62245834	-0.430204	0.844000	0.000000	0.000000	7.723000	KANK4_62245834
KANK4_62247919	-0.160612	1.170000	0.000000	0.000000	13.019000	KANK4_62247919
KANK4_62250805	0.473714	1.966000	0.081633	0.000000	31.121000	KANK4_62250805
KANK4_62264542	-0.161041	1.210000	0.000000	0.000000	12.892000	KANK4_62264542
KANK4_62267233	0.176612	2.151000	0.122449	0.040816	22.899000	KANK4_62267233
KIAA0907_155931838	0.089551	1.250000	0.000000	0.000000	17.766000	KIAA0907_155931838
KIAA1324_109190639	0.179000	2.046000	0.183673	0.020408	23.012000	KIAA1324_109190639
KIAA1324_109196957	-0.461939	0.624000	0.000000	0.000000	0.624000	KIAA1324_109196957
KIAA1324_109196959	-0.367000	-0.367000	0.000000	0.000000	0.000000	KIAA1324_109196959
KIRREL_158080502	-0.101571	2.039000	0.081633	0.020408	15.973000	KIRREL_158080502
KIRREL_158080515	-0.316917	0.564000	0.000000	0.000000	2.061000	KIRREL_158080515
KYAT3_88953282	0.026592	0.984000	0.000000	0.000000	12.609000	KYAT3_88953282
KYAT3_88953284	0.182000	0.685000	0.000000	0.000000	0.685000	KYAT3_88953284
KYAT3_88960768	-0.091837	1.109000	0.000000	0.000000	12.762000	KYAT3_88960768
LEPROT_65430794	-0.180245	1.561000	0.061224	0.000000	14.183000	LEPROT_65430794
