ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
6856	"ENSMUSG00000036062.13"	"Phf24"	chr4	+	42922566	42922693	42917250	42917414	42933615	42933667	6856	0,0,103,88,58,69	0,0,7,10,6,14	68,42,47,72,69,70	4,8,15,9,10,2	226	99	1	1.0	NA,NA,0.866,0.794,0.809,0.683	0.882,0.697,0.579,0.778,0.751,0.939	0.017
6857	"ENSMUSG00000036062.13"	"Phf24"	chr4	+	42922566	42922693	42917250	42917414	42933778	42933997	6857	0,0,33,22,12,12	0,0,0,2,0,1	10,9,19,25,13,18	0,0,0,0,0,0	226	99	1	1.0	NA,NA,1.0,0.828,1.0,0.84	1.0,1.0,1.0,1.0,1.0,1.0	-0.083
6858	"ENSMUSG00000036062.13"	"Phf24"	chr4	+	42922566	42922693	42917250	42917414	42937840	42937919	6858	0,0,18,18,10,12	0,0,0,0,2,1	7,8,15,18,10,15	0,0,2,0,0,0	226	99	1	1.0	NA,NA,1.0,1.0,0.687,0.84	1.0,1.0,0.767,1.0,1.0,1.0	-0.079
6859	"ENSMUSG00000036062.13"	"Phf24"	chr4	+	42933615	42933667	42917269	42917414	42933778	42933997	6859	0,0,17,21,27,32	0,0,0,2,0,1	19,9,17,34,31,31	0,0,0,0,0,0	151	99	1	1.0	NA,NA,1.0,0.873,1.0,0.955	1.0,1.0,1.0,1.0,1.0,1.0	-0.043
6860	"ENSMUSG00000036062.13"	"Phf24"	chr4	+	42933615	42933667	42922566	42922693	42933778	42933997	6860	0,0,65,58,56,52	0,0,15,4,2,0	46,26,35,63,60,72	3,1,6,7,3,3	151	99	1	1.0	NA,NA,0.74,0.905,0.948,1.0	0.91,0.945,0.793,0.855,0.929,0.94	0.003
6861	"ENSMUSG00000036062.13"	"Phf24"	chr4	+	42939085	42939181	42938614	42938775	42939504	42939513	6861	0,0,161,140,217,154	0,0,0,0,0,0	126,106,106,176,166,156	0,0,1,0,0,0	195	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,1.0,0.982,1.0,1.0,1.0	0.003
6930	"ENSMUSG00000028457.18"	"Atp8b5"	chr4	+	43302255	43302493	43291656	43291731	43302581	43302637	6930	0,0,0,2,0,0	0,0,14,5,1,2	0,0,0,0,0,0	5,4,1,4,5,14	337	99	1	1.0	NA,NA,0.0,0.105,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0	0.026
6931	"ENSMUSG00000028457.18"	"Atp8b5"	chr4	+	43305730	43305829	43291656	43291731	43308487	43308549	6931	0,0,1,2,3,1	0,0,0,0,1,2	1,0,0,2,1,0	1,0,0,0,0,0	198	99	1	1.0	NA,NA,1.0,1.0,0.6,0.2	0.333,NA,NA,1.0,1.0,NA	-0.078
6932	"ENSMUSG00000028457.18"	"Atp8b5"	chr4	+	43334144	43334341	43324839	43324928	43342436	43342645	6932	0,0,0,3,0,3	0,0,1,2,0,0	2,5,0,4,0,1	0,0,0,0,1,0	296	99	1	1.0	NA,NA,0.0,0.334,NA,1.0	1.0,1.0,NA,1.0,0.0,1.0	-0.355
6976	"ENSMUSG00000090063.6"	"Dlx6os1"	chr6	-	6869308	6869787	6820542	6824567	6871488	6871592	6976	0,0,95,83,96,113	0,0,0,2,2,0	127,123,97,164,122,88	8,3,5,3,4,4	578	99	1	1.0	NA,NA,1.0,0.877,0.892,1.0	0.731,0.875,0.769,0.904,0.839,0.79	0.124
7006	"ENSMUSG00000090053.9"	"Pakap"	chr4	+	57568369	57568415	57434246	57434556	57638009	57638090	7006	0,0,50,49,30,46	0,0,2,4,10,8	55,22,32,36,29,79	3,5,3,6,1,10	145	99	1	1.0	NA,NA,0.945,0.893,0.672,0.797	0.926,0.75,0.879,0.804,0.952,0.844	-0.032
7007	"ENSMUSG00000090053.9"	"Pakap"	chr4	+	57568369	57568415	57434246	57434556	57647989	57648120	7007	0,0,16,26,13,21	0,0,0,0,0,0	22,9,10,15,10,38	0,1,0,0,0,0	145	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,0.86,1.0,1.0,1.0,1.0	0.023
7008	"ENSMUSG00000090053.9"	"Pakap"	chr4	+	57638009	57638090	57434246	57434556	57647989	57648120	7008	0,0,30,46,48,28	0,0,0,0,0,0	42,40,50,59,32,57	0,1,0,0,0,0	180	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,0.957,1.0,1.0,1.0,1.0	0.007
7031	"ENSMUSG00000086150.1"	"Bach2os"	chr4	-	32561533	32562009	32559679	32560574	32565507	32565554	7031	0,0,26,37,35,28	0,0,0,0,2,0	22,26,37,31,45,37	0,1,1,0,2,2	575	99	1	1.0	NA,NA,1.0,1.0,0.751,1.0	1.0,0.817,0.864,1.0,0.795,0.761	0.065
7032	"ENSMUSG00000086150.1"	"Bach2os"	chr4	-	32561533	32562009	32559679	32560574	32571583	32571662	7032	0,0,21,29,25,19	0,0,0,2,0,0	21,27,30,28,42,36	0,0,0,0,0,0	575	99	1	1.0	NA,NA,1.0,0.714,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.072
7033	"ENSMUSG00000086150.1"	"Bach2os"	chr4	-	32563062	32563226	32561533	32562009	32565507	32565554	7033	0,0,1,5,0,2	0,0,7,8,10,9	3,2,2,0,0,20	3,0,7,5,5,2	263	99	1	1.0	NA,NA,0.051,0.19,0.0,0.077	0.273,1.0,0.097,0.0,0.0,0.79	-0.281
7034	"ENSMUSG00000086150.1"	"Bach2os"	chr4	-	32565507	32565554	32559679	32560574	32571583	32571662	7034	0,0,0,0,0,0	0,0,0,2,0,0	0,1,0,0,0,1	0,0,0,0,0,0	146	99	1	1.0	NA,NA,NA,0.0,NA,NA	NA,1.0,NA,NA,NA,1.0	-1.0
7035	"ENSMUSG00000086150.1"	"Bach2os"	chr4	-	32565507	32565554	32561533	32562009	32571583	32571662	7035	0,0,0,0,3,3	0,0,2,0,0,0	1,0,1,0,0,1	2,1,0,2,2,1	146	99	1	1.0	NA,NA,0.0,NA,1.0,1.0	0.253,0.0,1.0,0.0,0.0,0.404	0.39
7082	"ENSMUSG00000040536.15"	"Necab1"	chr4	-	14957825	14957917	14952244	14955921	14960007	14960085	7082	0,0,170,213,229,127	0,0,7,5,0,1	195,226,208,229,243,246	4,0,1,4,0,0	191	99	1	1.0	NA,NA,0.926,0.957,1.0,0.985	0.962,1.0,0.991,0.967,1.0,1.0	-0.02
7083	"ENSMUSG00000040536.15"	"Necab1"	chr4	-	15052619	15052717	15004968	15005105	15065323	15065349	7083	0,0,187,201,217,178	0,0,0,0,0,0	191,279,194,229,267,219	0,5,3,0,0,0	197	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,0.966,0.97,1.0,1.0,1.0	0.011
7084	"ENSMUSG00000040536.15"	"Necab1"	chr4	-	15111193	15111302	15065323	15065349	15140224	15140249	7084	0,0,162,210,177,164	0,0,4,2,0,0	201,193,195,252,232,253	0,2,4,1,0,0	208	99	1	1.0	NA,NA,0.951,0.98,1.0,1.0	1.0,0.979,0.959,0.992,1.0,1.0	-0.006
7085	"ENSMUSG00000040536.15"	"Necab1"	chr4	-	15148817	15148945	15140224	15140249	15149711	15149794	7085	0,0,77,111,82,83	0,0,1,2,0,2	108,81,105,138,121,127	0,5,5,0,2,9	227	99	1	1.0	NA,NA,0.971,0.96,1.0,0.948	1.0,0.876,0.902,1.0,0.963,0.86	0.036
7134	"ENSMUSG00000049119.14"	"Fam110b"	chr4	+	5678902	5678998	5644089	5644410	5729570	5729657	7134	0,0,7,4,8,2	0,0,9,8,9,16	7,3,4,4,2,9	13,6,6,14,12,6	195	99	1	1.0	NA,NA,0.283,0.202,0.311,0.06	0.215,0.202,0.253,0.127,0.078,0.432	-0.004
7135	"ENSMUSG00000049119.14"	"Fam110b"	chr4	+	5729570	5729657	5644120	5644410	5798268	5798382	7135	0,0,75,58,49,61	0,0,3,0,0,0	99,52,99,85,46,40	0,7,0,2,1,0	186	99	1	1.0	NA,NA,0.93,1.0,1.0,1.0	1.0,0.798,1.0,0.958,0.961,1.0	0.03
7136	"ENSMUSG00000049119.14"	"Fam110b"	chr4	+	5729570	5729657	5724311	5724510	5798268	5798382	7136	0,0,133,121,77,111	0,0,0,0,0,0	173,116,189,151,80,72	0,0,0,0,0,1	186	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,0.975	0.004
7220	"ENSMUSG00000028466.15"	"Creb3"	chr4	+	43563280	43563351	43562946	43563206	43563468	43563558	7220	0,0,170,246,235,177	0,0,0,0,0,0	269,211,291,273,227,170	0,0,0,0,1,0	170	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,0.992,1.0	0.001
7247	"ENSMUSG00000041153.9"	"Osgin2"	chr4	-	16008600	16008755	16006356	16006493	16013686	16013796	7247	0,0,68,70,78,69	0,0,0,0,0,0	102,92,73,102,104,113	0,2,2,0,0,0	254	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,0.947,0.934,1.0,1.0,1.0	0.02
7273	"ENSMUSG00000035601.9"	"Trmt10b"	chr4	+	45299746	45299897	45297154	45297195	45300416	45300627	7273	0,0,0,0,7,0	0,0,37,33,42,22	2,0,1,3,1,0	41,43,38,37,30,33	250	99	1	1.0	NA,NA,0.0,0.0,0.062,0.0	0.019,0.0,0.01,0.031,0.013,0.0	0.003
7278	"ENSMUSG00000035601.9"	"Trmt10b"	chr4	+	45304263	45304388	45301235	45301350	45305743	45305896	7278	0,0,82,82,81,90	0,0,0,1,0,3	121,88,91,94,108,110	12,3,3,0,1,4	224	99	1	1.0	NA,NA,1.0,0.973,1.0,0.93	0.817,0.928,0.931,1.0,0.979,0.924	0.046
7279	"ENSMUSG00000035601.9"	"Trmt10b"	chr4	+	45307891	45307970	45305743	45305896	45308496	45308564	7279	0,0,63,63,60,70	0,0,0,0,0,3	118,80,89,66,77,69	0,0,0,0,0,2	178	99	1	1.0	NA,NA,1.0,1.0,1.0,0.928	1.0,1.0,1.0,1.0,1.0,0.95	-0.01
7344	"ENSMUSG00000046667.14"	"Rbm12b1"	chr4	+	12140540	12140605	12140266	12140401	12143409	12143459	7344	0,0,8,4,1,1	0,0,0,0,6,0	1,1,5,2,4,1	0,0,0,0,0,0	164	99	1	1.0	NA,NA,1.0,1.0,0.091,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.227
7379	"ENSMUSG00000028218.19"	"Fam92a"	chr4	-	12155648	12155768	12153408	12153978	12157650	12157764	7379	0,0,335,462,426,361	0,0,0,1,0,0	444,411,497,372,432,406	0,0,0,0,0,0	219	99	1	1.0	NA,NA,1.0,0.995,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.001
7380	"ENSMUSG00000028218.19"	"Fam92a"	chr4	-	12157650	12157764	12155648	12155768	12164087	12164192	7380	0,0,430,504,454,437	0,0,2,3,0,0	506,547,582,436,491,495	0,0,4,0,1,0	213	99	1	1.0	NA,NA,0.99,0.987,1.0,1.0	1.0,1.0,0.985,1.0,0.996,1.0	-0.003
7381	"ENSMUSG00000028218.19"	"Fam92a"	chr4	-	12164268	12164274	12164087	12164192	12168222	12168324	7381	0,0,0,0,0,4	0,0,4,0,1,0	0,0,2,1,0,1	3,2,0,0,0,1	105	99	1	1.0	NA,NA,0.0,NA,0.0,1.0	0.0,0.0,1.0,1.0,NA,0.485	-0.164
7382	"ENSMUSG00000028218.19"	"Fam92a"	chr4	-	12165765	12165771	12164087	12164192	12168222	12168324	7382	0,0,189,255,259,205	0,0,4,0,1,0	262,269,293,247,256,214	3,2,0,0,0,1	105	99	1	1.0	NA,NA,0.978,1.0,0.996,1.0	0.988,0.992,1.0,1.0,1.0,0.995	-0.002
7383	"ENSMUSG00000028218.19"	"Fam92a"	chr4	-	12168178	12168324	12164120	12164192	12168964	12169058	7383	0,0,201,211,175,155	0,0,1,0,0,0	195,207,211,206,202,175	0,0,0,2,0,0	245	99	1	1.0	NA,NA,0.988,1.0,1.0,1.0	1.0,1.0,1.0,0.977,1.0,1.0	0.001
7384	"ENSMUSG00000028218.19"	"Fam92a"	chr4	-	12168222	12168324	12164087	12164192	12168964	12169033	7384	0,0,205,211,176,155	0,0,1,0,0,0	198,209,207,206,202,176	0,0,0,2,0,0	201	99	1	1.0	NA,NA,0.99,1.0,1.0,1.0	1.0,1.0,1.0,0.981,1.0,1.0	0.001
7385	"ENSMUSG00000028218.19"	"Fam92a"	chr4	-	12168228	12168324	12164087	12164192	12168964	12169033	7385	0,0,194,216,181,162	0,0,1,0,0,0	192,209,223,207,203,181	0,0,0,2,0,0	195	99	1	1.0	NA,NA,0.99,1.0,1.0,1.0	1.0,1.0,1.0,0.981,1.0,1.0	0.001
7386	"ENSMUSG00000028218.19"	"Fam92a"	chr4	-	12169957	12169978	12168964	12169033	12170983	12171168	7386	0,0,51,52,47,39	0,0,201,190,189,168	49,50,40,55,45,55	208,231,237,214,210,181	120	99	1	1.0	NA,NA,0.173,0.184,0.17,0.161	0.163,0.152,0.122,0.175,0.15,0.2	0.012
7387	"ENSMUSG00000028218.19"	"Fam92a"	chr4	-	12169957	12169978	12168964	12169058	12170983	12171168	7387	0,0,11,2,12,10	0,0,1,3,0,3	5,9,3,9,8,10	6,0,5,5,0,1	120	99	1	1.0	NA,NA,0.901,0.355,1.0,0.733	0.407,1.0,0.331,0.598,1.0,0.892	0.043
7510	"ENSMUSG00000028243.5"	"Ubxn2b"	chr4	+	6196410	6196514	6191097	6191213	6202291	6202442	7510	0,0,160,147,147,171	0,0,0,0,0,0	218,134,177,228,261,171	0,0,0,0,4,0	203	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,0.97,1.0	0.005
7527	"ENSMUSG00000078716.10"	"Tmem8b"	chr4	+	43669955	43670034	43669099	43669172	43673899	43674089	7527	0,0,31,37,50,27	0,0,14,14,34,21	39,38,48,44,43,40	30,21,26,47,20,17	178	99	1	1.0	NA,NA,0.552,0.595,0.45,0.417	0.42,0.502,0.507,0.342,0.545,0.567	0.023
7528	"ENSMUSG00000078716.10"	"Tmem8b"	chr4	+	43681045	43681314	43680658	43680792	43681958	43682284	7528	0,0,230,203,220,168	0,0,1,1,1,2	208,233,268,242,204,230	1,1,0,3,0,3	368	99	1	1.0	NA,NA,0.984,0.982,0.983,0.958	0.982,0.984,1.0,0.956,1.0,0.954	-0.003
7529	"ENSMUSG00000078716.10"	"Tmem8b"	chr4	+	43685525	43685649	43685296	43685390	43685727	43685870	7529	0,0,148,132,120,126	0,0,0,0,0,1	170,132,179,150,151,153	0,0,0,0,0,1	223	99	1	1.0	NA,NA,1.0,1.0,1.0,0.982	1.0,1.0,1.0,1.0,1.0,0.985	-0.002
7599	"ENSMUSG00000028277.13"	"Ube2j1"	chr4	+	33043856	33043986	33041355	33041461	33049681	33052363	7599	0,0,269,302,274,256	0,0,0,1,0,1	330,294,319,361,318,310	0,4,0,0,4,0	229	99	1	1.0	NA,NA,1.0,0.992,1.0,0.991	1.0,0.969,1.0,1.0,0.972,1.0	0.006
7600	"ENSMUSG00000028277.13"	"Ube2j1"	chr4	+	33045079	33045199	33043856	33043986	33049681	33052363	7600	0,0,264,261,291,251	0,0,88,160,115,91	315,293,292,306,290,277	114,125,143,127,121,126	219	99	1	1.0	NA,NA,0.576,0.424,0.534,0.555	0.555,0.514,0.48,0.521,0.52,0.498	0.008
7693	"ENSMUSG00000028341.9"	"Nr4a3"	chr4	+	48049933	48050005	48049113	48049128	48051245	48052201	7693	0,0,5,2,3,4	0,0,40,53,62,32	0,0,6,7,6,0	44,60,42,93,50,26	171	99	1	1.0	NA,NA,0.067,0.021,0.027,0.067	0.0,0.0,0.076,0.042,0.065,0.0	0.015
7779	"ENSMUSG00000028456.18"	"Unc13b"	chr4	+	43087902	43087932	43058968	43059285	43091227	43091327	7779	0,0,14,10,13,6	0,0,0,0,1,0	9,9,10,16,14,5	0,0,0,0,2,0	129	99	1	1.0	NA,NA,1.0,1.0,0.909,1.0	1.0,1.0,1.0,1.0,0.843,1.0	0.003
7780	"ENSMUSG00000028456.18"	"Unc13b"	chr4	+	43101800	43101874	43096898	43097022	43115102	43115160	7780	0,0,23,18,29,23	0,0,0,0,0,0	31,24,42,24,28,19	0,0,0,2,0,1	173	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.873,1.0,0.916	0.035
7782	"ENSMUSG00000028456.18"	"Unc13b"	chr4	+	43115102	43115160	43101800	43101874	43165743	43165978	7782	0,0,8,11,16,11	0,0,0,0,0,0	20,11,24,18,14,15	2,0,0,0,0,0	157	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	0.863,1.0,1.0,1.0,1.0,1.0	0.023
7783	"ENSMUSG00000028456.18"	"Unc13b"	chr4	+	43161442	43161478	43115102	43115160	43165743	43165978	7783	0,0,11,13,8,4	0,0,6,10,9,4	9,9,15,13,7,8	11,8,10,11,10,8	135	99	1	1.0	NA,NA,0.573,0.488,0.395,0.423	0.375,0.452,0.524,0.464,0.339,0.423	0.04
7784	"ENSMUSG00000028456.18"	"Unc13b"	chr4	+	43166667	43166700	43165743	43165978	43180327	43180642	7784	0,0,0,0,0,0	0,0,7,4,4,1	0,0,1,0,0,0	5,4,3,0,4,15	132	99	1	1.0	NA,NA,0.0,0.0,0.0,0.0	0.0,0.0,0.2,NA,0.0,0.0	-0.04
7785	"ENSMUSG00000028456.18"	"Unc13b"	chr4	+	43169967	43178334	43166667	43166700	43180327	43180642	7785	0,0,30,22,36,35	0,0,0,0,0,0	30,58,25,14,28,50	0,0,1,0,0,0	8466	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,1.0,0.226,1.0,1.0,1.0	0.129
7786	"ENSMUSG00000028456.18"	"Unc13b"	chr4	+	43215451	43217965	43209497	43209723	43227924	43227947	7786	0,0,117,136,136,145	0,0,0,0,0,0	292,292,290,225,163,145	0,0,2,0,0,0	2613	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,1.0,0.846,1.0,1.0,1.0	0.026
7787	"ENSMUSG00000028456.18"	"Unc13b"	chr4	+	43215451	43217965	43209497	43209723	43230117	43230164	7787	0,0,108,127,128,141	0,0,0,0,4,0	276,280,274,211,161,136	0,0,8,0,1,1	2613	99	1	1.0	NA,NA,1.0,1.0,0.548,1.0	1.0,1.0,0.565,1.0,0.859,0.837	0.01
7788	"ENSMUSG00000028456.18"	"Unc13b"	chr4	+	43227924	43227947	43182768	43182859	43230117	43230164	7788	0,0,2,0,2,0	0,0,2,7,8,3	1,2,4,3,0,0	8,1,2,8,5,3	122	99	1	1.0	NA,NA,0.448,0.0,0.169,0.0	0.092,0.619,0.619,0.233,0.0,0.0	-0.106
7789	"ENSMUSG00000028456.18"	"Unc13b"	chr4	+	43227924	43227947	43209497	43209723	43230117	43230164	7789	0,0,1,0,0,0	0,0,0,0,4,0	1,1,6,3,0,0	0,0,8,0,1,1	122	99	1	1.0	NA,NA,1.0,NA,0.0,NA	1.0,1.0,0.378,1.0,0.0,0.0	-0.063
7790	"ENSMUSG00000028456.18"	"Unc13b"	chr4	+	43227924	43227947	43215451	43217965	43230117	43230164	7790	0,0,10,8,8,4	0,0,0,0,0,0	18,12,20,17,2,9	1,0,0,0,0,0	122	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	0.936,1.0,1.0,1.0,1.0,1.0	0.011
7791	"ENSMUSG00000028456.18"	"Unc13b"	chr4	+	43232529	43232608	43230117	43230164	43234665	43234740	7791	0,0,13,19,23,10	0,0,0,0,0,0	28,17,24,22,9,15	0,0,0,0,0,1	178	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,0.893	0.018
7792	"ENSMUSG00000028456.18"	"Unc13b"	chr4	+	43233903	43233909	43232529	43232608	43234665	43234740	7792	0,0,5,7,5,3	0,0,2,14,11,3	17,19,25,9,10,8	11,11,10,9,2,9	105	99	1	1.0	NA,NA,0.702,0.32,0.3,0.485	0.593,0.62,0.702,0.485,0.825,0.456	-0.162
7793	"ENSMUSG00000028456.18"	"Unc13b"	chr4	+	43239845	43239961	43239296	43239466	43240224	43240388	7793	0,0,39,60,53,45	0,0,0,0,0,0	110,91,127,114,52,43	1,0,0,0,0,0	215	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	0.981,1.0,1.0,1.0,1.0,1.0	0.003
7795	"ENSMUSG00000028456.18"	"Unc13b"	chr4	+	43260992	43261049	43259461	43259609	43261681	43261774	7795	0,0,9,16,31,16	0,0,3,7,8,5	29,44,32,39,11,30	10,5,8,1,1,5	156	99	1	1.0	NA,NA,0.656,0.592,0.711,0.67	0.648,0.848,0.717,0.961,0.875,0.792	-0.15
7796	"ENSMUSG00000028456.18"	"Unc13b"	chr4	+	43262976	43263136	43261681	43261774	43263299	43263605	7796	0,0,20,78,84,50	0,0,1,0,0,0	111,103,121,104,56,85	0,0,0,0,1,0	259	99	1	1.0	NA,NA,0.884,1.0,1.0,1.0	1.0,1.0,1.0,1.0,0.955,1.0	-0.022
7868	"ENSMUSG00000028300.14"	"C9orf72"	chr4	-	35196972	35197208	35194136	35194194	35205767	35205884	7868	0,0,174,151,164,167	0,0,0,0,0,1	165,200,213,142,148,170	0,2,0,0,0,1	335	99	1	1.0	NA,NA,1.0,1.0,1.0,0.98	1.0,0.967,1.0,1.0,1.0,0.98	0.004
7870	"ENSMUSG00000028300.14"	"C9orf72"	chr4	-	35221880	35222088	35218592	35218916	35225787	35225880	7870	0,0,0,5,4,1	0,0,15,19,18,24	1,10,4,3,5,3	37,25,29,31,30,33	307	99	1	1.0	NA,NA,0.0,0.078,0.067,0.013	0.009,0.114,0.043,0.03,0.051,0.028	-0.006
7871	"ENSMUSG00000028300.14"	"C9orf72"	chr4	-	35221880	35222088	35218592	35218916	35225928	35226123	7871	0,0,0,5,6,2	0,0,3,5,5,2	1,10,3,3,5,3	4,9,4,2,5,6	307	99	1	1.0	NA,NA,0.0,0.244,0.279,0.244	0.075,0.264,0.195,0.326,0.244,0.139	-0.015
7902	"ENSMUSG00000054752.16"	"Fsd1l"	chr4	+	53655740	53655763	53649791	53649893	53659512	53659634	7902	0,0,23,50,56,28	0,0,0,2,0,0	51,29,41,38,45,67	1,0,0,1,0,2	122	99	1	1.0	NA,NA,1.0,0.953,1.0,1.0	0.976,1.0,1.0,0.969,1.0,0.965	0.003
7903	"ENSMUSG00000054752.16"	"Fsd1l"	chr4	+	53659512	53659634	53649791	53649893	53679793	53680003	7903	0,0,18,37,39,19	0,0,1,0,0,0	44,29,41,28,34,37	0,0,2,1,0,0	221	99	1	1.0	NA,NA,0.89,1.0,1.0,1.0	1.0,1.0,0.902,0.926,1.0,1.0	0.001
7904	"ENSMUSG00000054752.16"	"Fsd1l"	chr4	+	53687206	53687239	53686387	53686517	53693983	53694084	7904	0,0,13,13,7,3	0,0,4,0,10,3	13,16,17,9,26,16	18,1,8,6,2,5	132	99	1	1.0	NA,NA,0.709,1.0,0.344,0.429	0.351,0.923,0.614,0.529,0.907,0.706	-0.051
7905	"ENSMUSG00000054752.16"	"Fsd1l"	chr4	+	53687206	53687239	53686387	53686517	53693986	53694084	7905	0,0,3,3,0,3	0,0,20,15,36,12	2,0,3,2,1,3	15,18,21,18,13,16	132	99	1	1.0	NA,NA,0.101,0.13,0.0,0.158	0.091,0.0,0.097,0.077,0.055,0.123	0.023
7906	"ENSMUSG00000054752.16"	"Fsd1l"	chr4	+	53693983	53694084	53686387	53686517	53694607	53694859	7906	0,0,15,15,22,11	0,0,0,2,0,0	33,10,23,17,23,21	0,1,0,0,0,0	200	99	1	1.0	NA,NA,1.0,0.788,1.0,1.0	1.0,0.832,1.0,1.0,1.0,1.0	-0.025
7907	"ENSMUSG00000054752.16"	"Fsd1l"	chr4	+	53693986	53694084	53686387	53686517	53694607	53694859	7907	0,0,31,30,48,20	0,0,0,2,0,0	30,27,36,29,34,32	0,1,0,0,0,0	197	99	1	1.0	NA,NA,1.0,0.883,1.0,1.0	1.0,0.931,1.0,1.0,1.0,1.0	-0.018
7908	"ENSMUSG00000054752.16"	"Fsd1l"	chr4	+	53694607	53694859	53693983	53694084	53696889	53696978	7908	0,0,52,116,117,58	0,0,0,1,0,0	92,118,108,117,111,102	0,0,0,0,0,5	351	99	1	1.0	NA,NA,1.0,0.97,1.0,1.0	1.0,1.0,1.0,1.0,1.0,0.852	0.017
7918	"ENSMUSG00000040387.16"	"Klhl32"	chr4	-	24626896	24626991	24612553	24617546	24629159	24629352	7918	0,0,65,32,72,42	0,0,1,0,0,0	58,48,69,50,57,36	0,0,0,0,0,0	194	99	1	1.0	NA,NA,0.971,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.007
7920	"ENSMUSG00000040387.16"	"Klhl32"	chr4	-	24649539	24650266	24612553	24617546	24743857	24743965	7920	0,0,105,98,134,109	0,0,0,0,0,0	180,148,163,195,136,155	0,0,0,4,0,0	826	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.854,1.0,1.0	0.024
7921	"ENSMUSG00000040387.16"	"Klhl32"	chr4	-	24649539	24650266	24632642	24632701	24682054	24682270	7921	0,0,159,143,177,154	0,0,1,0,0,1	261,208,243,260,201,236	0,0,1,0,0,0	826	99	1	1.0	NA,NA,0.95,1.0,1.0,0.949	1.0,1.0,0.967,1.0,1.0,1.0	-0.02
7922	"ENSMUSG00000040387.16"	"Klhl32"	chr4	-	24649539	24650266	24632642	24632701	24708952	24709051	7922	0,0,133,119,156,136	0,0,0,0,2,0	221,188,216,242,173,203	0,0,0,0,0,0	826	99	1	1.0	NA,NA,1.0,1.0,0.903,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.024
7923	"ENSMUSG00000040387.16"	"Klhl32"	chr4	-	24682054	24682270	24632642	24632701	24708952	24709051	7923	0,0,27,32,28,45	0,0,0,0,2,0	43,37,34,37,29,40	0,0,0,0,0,0	315	99	1	1.0	NA,NA,1.0,1.0,0.815,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.046
7924	"ENSMUSG00000040387.16"	"Klhl32"	chr4	-	24682054	24682270	24649301	24650266	24708952	24709051	7924	0,0,51,56,49,64	0,0,0,0,0,2	83,57,60,55,57,72	0,0,0,0,0,0	315	99	1	1.0	NA,NA,1.0,1.0,1.0,0.91	1.0,1.0,1.0,1.0,1.0,1.0	-0.022
7925	"ENSMUSG00000040387.16"	"Klhl32"	chr4	-	24682054	24682270	24649301	24650266	24743857	24743965	7925	0,0,48,38,42,45	0,0,0,0,0,0	61,39,39,32,44,58	1,0,0,0,0,0	315	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	0.95,1.0,1.0,1.0,1.0,1.0	0.008
7926	"ENSMUSG00000040387.16"	"Klhl32"	chr4	-	24708952	24709051	24649301	24650266	24743857	24743965	7926	0,0,20,27,18,24	0,0,0,0,0,0	36,23,30,33,26,20	1,0,0,0,0,0	198	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	0.947,1.0,1.0,1.0,1.0,1.0	0.009
7927	"ENSMUSG00000040387.16"	"Klhl32"	chr4	-	24708952	24709051	24682054	24682270	24743857	24743965	7927	0,0,28,46,29,45	0,0,5,1,4,4	62,44,52,57,41,40	4,3,1,1,2,6	198	99	1	1.0	NA,NA,0.737,0.958,0.784,0.849	0.886,0.88,0.963,0.966,0.911,0.769	-0.064
