ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
689	"ENSMUSG00000025892.16"	"Gria4"	chr9	-	4456004	4456252	4464113	4464484	4427029	4427144	4472011	4472218	689	0,0,182,199,156,187	0,0,69,84,81,68	165,143,168,177,175,167	61,65,69,62,109,68	470	347	1	1.0	NA,NA,0.661,0.636,0.587,0.67	0.666,0.619,0.643,0.678,0.542,0.645	0.006
690	"ENSMUSG00000025892.16"	"Gria4"	chr9	-	4519485	4519539	4537634	4537819	4513222	4513381	4664767	4665007	690	0,0,155,189,205,131	0,0,47,48,49,49	166,177,156,160,125,139	33,48,68,58,66,52	284	153	1	1.0	NA,NA,0.64,0.68,0.693,0.59	0.73,0.665,0.553,0.598,0.505,0.59	0.044
691	"ENSMUSG00000025892.16"	"Gria4"	chr9	-	4537634	4537819	4664767	4665007	4519485	4519539	4793809	4793968	691	0,0,199,252,252,224	0,0,295,250,349,242	203,208,218,209,190,185	260,294,265,315,261,261	339	284	1	1.0	NA,NA,0.361,0.458,0.377,0.437	0.395,0.372,0.408,0.357,0.379,0.373	0.028
703	"ENSMUSG00000015243.4"	"Abca1"	chr4	-	53050934	53051009	53059256	53059362	53050288	53050458	53060332	53060365	703	0,0,188,236,197,197	0,0,183,227,226,195	198,214,190,226,196,182	201,183,214,260,207,185	205	174	1	1.0	NA,NA,0.466,0.469,0.425,0.462	0.455,0.498,0.43,0.425,0.446,0.455	0.004
707	"ENSMUSG00000040720.15"	"Virma"	chr4	+	11534188	11534321	11542106	11542203	11530827	11531045	11544830	11544997	707	0,0,55,56,45,30	0,0,31,55,47,44	23,34,32,36,47,27	66,68,61,57,38,42	232	196	1	1.0	NA,NA,0.6,0.462,0.447,0.365	0.227,0.297,0.307,0.348,0.511,0.352	0.128
752	"ENSMUSG00000040410.14"	"Fbxl4"	chr4	+	22403531	22403745	22422716	22422788	22390676	22390921	22427149	22427462	752	0,0,77,92,48,61	0,0,12,15,13,15	66,66,89,93,67,57	21,14,37,27,10,17	313	171	1	1.0	NA,NA,0.778,0.77,0.669,0.69	0.632,0.72,0.568,0.653,0.785,0.647	0.059
753	"ENSMUSG00000040410.14"	"Fbxl4"	chr4	+	22403531	22403745	22422716	22423927	22390676	22390921	22427149	22427462	753	0,0,77,92,48,61	0,0,4,8,9,42	66,66,89,93,67,57	24,17,7,21,17,14	313	1310	1	1.0	NA,NA,0.988,0.98,0.957,0.859	0.92,0.942,0.982,0.949,0.943,0.945	-0.001
762	"ENSMUSG00000028274.17"	"Rngtt"	chr4	+	33404152	33404253	33443600	33443667	33379368	33379437	33498950	33499074	762	0,0,20,39,31,19	0,0,21,25,24,33	29,47,46,29,41,51	24,30,30,39,14,23	200	166	1	1.0	NA,NA,0.441,0.564,0.517,0.323	0.501,0.565,0.56,0.382,0.709,0.648	-0.1
764	"ENSMUSG00000021614.16"	"Vcan"	chr13	-	89688284	89693501	89702917	89705797	89685078	89685192	89712204	89712498	764	0,0,3,0,2,2	0,0,0,0,10,2	4,2,0,10,0,1	3,0,2,2,2,2	2979	5316	1	1.0	NA,NA,1.0,NA,0.263,0.641	0.704,1.0,0.0,0.899,0.0,0.472	0.122
769	"ENSMUSG00000050945.8"	"Zfp438"	chr18	-	5213118	5214919	5245385	5245453	5210028	5211198	5288860	5288938	769	0,0,13,4,2,7	0,0,120,130,159,124	12,15,8,10,12,7	150,135,190,165,184,115	167	1900	1	1.0	NA,NA,0.552,0.259,0.125,0.391	0.476,0.558,0.324,0.408,0.426,0.409	-0.102
784	"ENSMUSG00000025888.6"	"Casp1"	chr9	+	5299279	5299546	5299802	5299865	5298507	5298723	5302416	5302529	784	0,0,86,99,67,47	0,0,12,10,18,9	67,51,90,67,91,63	16,11,24,4,23,13	366	162	1	1.0	NA,NA,0.76,0.814,0.622,0.698	0.65,0.672,0.624,0.881,0.637,0.682	0.032
793	"ENSMUSG00000110344.1"	"Gm45716"	chr11	+	90228034	90228189	90248804	90249735	90208983	90209046	90250770	90251255	793	2,1,1,4,1,2	0,0,0,2,0,0	0,0,2,0,1,4	0,0,0,0,0,0	254	1030	1	1.0	1.0,1.0,1.0,0.89,1.0,1.0	NA,NA,1.0,NA,1.0,1.0	-0.018
802	"ENSMUSG00000039307.16"	"Hexdc"	chr11	+	121214759	121214924	121215170	121215335	121213982	121214070	121216892	121217076	802	0,0,1,1,3,1	4,1,0,1,0,1	0,1,3,2,1,0	0,0,2,2,3,0	264	264	1	1.0	0.0,0.0,1.0,0.5,1.0,0.5	NA,1.0,0.6,0.5,0.25,NA	-0.088
874	"ENSMUSG00000039599.16"	"Fam149b"	chr14	+	20359754	20359916	20363262	20363450	20358023	20358140	20374329	20374454	874	0,0,0,0,0,1	0,0,0,0,0,0	0,0,0,1,0,0	1,0,0,0,0,0	261	287	1	1.0	NA,NA,NA,NA,NA,1.0	0.0,NA,NA,1.0,NA,NA	0.5
880	"ENSMUSG00000069045.11"	"Ddx3y"	chrY	-	1280309	1280439	1282900	1282948	1279422	1279578	1284321	1284382	880	0,0,33,35,40,29	0,0,99,129,136,140	30,33,49,32,22,39	162,151,150,202,165,156	147	229	1	1.0	NA,NA,0.342,0.297,0.314,0.244	0.224,0.254,0.337,0.198,0.172,0.28	0.055
881	"ENSMUSG00000069045.11"	"Ddx3y"	chrY	-	1280309	1280439	1282900	1282968	1279422	1279578	1284321	1284382	881	0,0,1,0,0,3	0,0,99,129,136,140	1,3,2,0,0,2	162,151,150,202,165,156	167	229	1	1.0	NA,NA,0.014,0.0,0.0,0.029	0.008,0.027,0.018,0.0,0.0,0.017	-0.001
