decoyID	oryAfe1	vicPac2	allMis1	dasNov3	gadMor1	papAnu2	eptFus1	pteAle1	octDeg1	melUnd1	hapBur1	otoGar3	eleEdw1	chrAsi1	felCat8	galGal4	panTro4	chiLan1	criGri1	pelSin1	tupChi1	latCha1	ficAlb2	bosTau8	macFas5	myoDav1	canFam3	turTru2	capHir1	loxAfr3	musFur1	fr3	nomLeu3	mesAur1	gorGor3	chlSab2	cheMyd1	cavPor3	eriEur2	equCab2	hg38	orcOrc1	petMar2	jacJac1	anoCar2	anaPla1	triMan1	calJac3	oryLat2	geoFor1	pteVam1	astMex1	myoLuc2	mm10	hetGla2	oreNil2	monDom5	ponAbe2	odoRosDiv1	chrPic2	ailMel1	falPer1	susScr3	ochPri3	ornAna1	micOch1	neoBri1	amaVit1	punNye1	oryCun2	rn6	rheMac3	colLiv1	falChe1	araMac1	oviAri3	sorAra2	xipMac1	apaSpi1	lepOcu1	saiBol1	speTri2	gasAcu1	sarHar1	echTel2	tetNig2	panHod1	pseHum1	melGal1	macEug2	lepWed1	cerSim1	zonAlb1	camFer1	takFla1	taeGut2	mayZeb1	danRer10	xenTro7	conCri1
LAMA2_129492236	0.000529	0.000017	-1.000000	0.016120	-1.000000	0.000052	0.005506	0.000659	0.025063	-1.000000	-1.000000	0.052638	0.000433	0.002588	0.000008	0.073629	0.001328	0.087503	0.000750	-1.000000	0.000066	-1.000000	0.000088	0.000177	0.000041	0.000038	0.000024	0.000010	0.000220	0.000189	-1.000000	-1.000000	0.001032	0.000385	0.001328	0.000137	-1.000000	0.000163	0.000025	0.000079	0.001328	0.000010	-1.000000	0.000352	-1.000000	0.000000	0.000091	0.000110	-1.000000	0.000000	0.000659	-1.000000	0.000005	0.000502	0.000293	-1.000000	0.000037	0.002328	0.000011	-1.000000	0.000016	0.000232	0.000121	0.000237	0.000312	0.000471	-1.000000	-1.000000	-1.000000	0.000014	0.000529	0.000035	0.000011	0.000232	-1.000000	0.000141	0.000005	-1.000000	-1.000000	-1.000000	0.004281	0.000215	-1.000000	0.000077	0.000013	-1.000000	0.000141	0.000003	0.000000	-1.000000	0.000007	0.000014	-1.000000	0.000017	-1.000000	0.000000	-1.000000	-1.000000	-1.000000	0.000390
LAMP5-AS1_9508315	0.043993	0.000066	-1.000000	-1.000000	-1.000000	0.095574	0.000112	0.001551	0.003627	-1.000000	-1.000000	0.199424	0.000035	0.048181	0.024542	-1.000000	0.132182	0.391082	-1.000000	-1.000000	0.032410	-1.000000	-1.000000	0.000209	0.095574	0.000052	0.002433	0.000054	0.000240	0.051201	0.002287	-1.000000	0.105559	-1.000000	0.124895	0.095574	-1.000000	0.539447	0.000518	0.016742	0.124895	0.000054	-1.000000	0.302340	-1.000000	-1.000000	0.056570	0.039275	-1.000000	-1.000000	0.000722	-1.000000	0.000063	-1.000000	0.334865	-1.000000	-1.000000	0.122618	0.000384	-1.000000	0.001160	-1.000000	0.089874	0.006455	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.462156	0.210684	0.095574	-1.000000	-1.000000	-1.000000	0.000501	0.000652	-1.000000	-1.000000	-1.000000	0.097911	0.000187	-1.000000	-1.000000	0.010486	-1.000000	0.000183	-1.000000	-1.000000	-1.000000	0.000259	0.000928	-1.000000	0.000066	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000095
LBHD1_62665867	0.098317	0.010445	-1.000000	0.044242	-1.000000	0.005211	0.000445	0.056377	0.000472	-1.000000	-1.000000	0.032806	0.000029	0.141012	0.120135	-1.000000	0.675262	0.033358	-1.000000	-1.000000	0.003106	-1.000000	-1.000000	0.020499	0.003983	0.000110	0.101722	0.058049	0.020499	0.082722	0.107687	-1.000000	0.005896	-1.000000	0.585965	0.009416	-1.000000	0.054000	0.014877	0.096108	0.659886	0.058049	-1.000000	0.000136	-1.000000	-1.000000	0.071704	0.065713	-1.000000	-1.000000	0.056377	-1.000000	0.000110	0.000007	0.000567	-1.000000	0.010340	0.585965	0.081072	-1.000000	0.001399	-1.000000	0.048112	0.014179	-1.000000	0.002041	-1.000000	-1.000000	-1.000000	0.002559	0.000052	0.005211	-1.000000	-1.000000	-1.000000	0.020499	0.000069	-1.000000	-1.000000	-1.000000	0.022081	-1.000000	-1.000000	0.032588	0.000018	-1.000000	0.020499	-1.000000	-1.000000	-1.000000	0.081072	0.090561	-1.000000	0.008614	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.122582
LCA5L_39413826	0.000349	-1.000000	-1.000000	-1.000000	-1.000000	0.032725	0.000059	0.000772	0.000045	-1.000000	-1.000000	0.000027	-1.000000	-1.000000	0.000930	-1.000000	0.041548	0.000104	0.000021	-1.000000	0.000026	-1.000000	-1.000000	-1.000000	0.026166	0.000017	-1.000000	-1.000000	-1.000000	0.001140	0.000009	-1.000000	0.023421	0.000018	0.001607	0.026166	-1.000000	0.000019	-1.000000	0.000040	0.026617	-1.000000	-1.000000	0.000037	-1.000000	-1.000000	0.000155	0.000217	-1.000000	-1.000000	0.000772	-1.000000	0.000024	0.002408	0.000044	-1.000000	-1.000000	0.022739	0.000027	-1.000000	-1.000000	-1.000000	0.000028	-1.000000	-1.000000	0.000147	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.026166	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000213	0.000046	-1.000000	-1.000000	0.094591	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000027	0.012922	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000
LEO1_51952085	0.000080	0.000047	0.001685	0.000069	-1.000000	0.019534	0.000075	0.049633	-1.000000	-1.000000	0.000000	0.000016	0.000484	0.000280	0.000071	0.000006	0.096953	-1.000000	0.001305	0.000000	0.003392	0.001725	0.000039	0.000008	0.021123	0.002418	0.003651	0.000041	0.000008	0.000167	0.000243	-1.000000	0.083027	0.002594	0.107946	0.021123	-1.000000	-1.000000	0.000001	0.000033	0.083027	0.000041	-1.000000	0.000082	-1.000000	0.000020	0.000118	0.061477	-1.000000	0.000025	0.002092	-1.000000	0.000574	0.004070	0.002950	-1.000000	0.000011	0.090569	0.000118	-1.000000	0.000116	-1.000000	0.000056	0.000387	0.000003	0.000372	0.000000	0.000001	0.000000	0.000105	0.007156	0.021123	-1.000000	-1.000000	-1.000000	0.000008	0.000004	-1.000000	0.000048	-1.000000	0.085871	0.000064	-1.000000	0.000232	0.006142	-1.000000	0.000018	0.000039	-1.000000	-1.000000	0.012937	0.000089	0.000000	0.000047	-1.000000	-1.000000	0.000000	-1.000000	0.000016	0.000118
LIAS_39458917	0.003356	0.026015	0.048717	0.022960	-1.000000	0.006388	0.037026	0.029029	0.094347	0.041481	-1.000000	0.065947	0.005152	0.007672	0.031643	0.103874	0.007095	0.070989	0.020278	-1.000000	0.033061	0.084665	-1.000000	0.000731	0.006388	0.029413	0.012639	0.000483	0.000706	0.031133	0.018871	-1.000000	0.014594	0.044526	0.007095	0.002417	0.060865	0.074189	0.022736	0.019917	0.007095	0.000737	-1.000000	0.020708	0.001230	-1.000000	0.050431	0.015300	0.158521	-1.000000	0.036473	0.106025	0.037026	0.016544	0.037717	-1.000000	0.006795	0.011857	0.041407	0.068628	0.057060	-1.000000	0.022319	0.031193	-1.000000	0.016544	-1.000000	-1.000000	-1.000000	0.017375	0.020278	0.006388	-1.000000	-1.000000	-1.000000	0.000733	0.047418	0.034418	-1.000000	0.031438	0.011896	0.007483	-1.000000	0.014566	0.016919	-1.000000	0.000733	0.029753	-1.000000	0.008845	0.071794	0.031643	-1.000000	0.026015	-1.000000	-1.000000	-1.000000	0.040218	0.003204	0.017478
LINC00265_39789077	-1.000000	-1.000000	0.000549	-1.000000	0.101971	-1.000000	-1.000000	-1.000000	-1.000000	0.000185	0.080260	-1.000000	-1.000000	-1.000000	-1.000000	0.000729	0.135827	-1.000000	-1.000000	0.000458	-1.000000	0.036048	0.000197	-1.000000	0.142921	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.076665	0.030591	-1.000000	-1.000000	0.142921	0.000458	-1.000000	-1.000000	-1.000000	0.135827	-1.000000	0.169707	-1.000000	0.000711	0.000458	-1.000000	0.033487	0.088594	0.000273	0.045341	0.037347	-1.000000	-1.000000	-1.000000	0.080260	0.080038	0.181145	-1.000000	0.000458	-1.000000	0.000155	-1.000000	-1.000000	0.051061	-1.000000	0.080260	0.000171	0.080260	-1.000000	-1.000000	-1.000000	0.000155	0.000155	0.000171	-1.000000	-1.000000	0.141240	0.000507	0.032797	0.039633	-1.000000	0.069084	0.057666	-1.000000	0.015467	-1.000000	0.000273	0.000466	0.079770	-1.000000	-1.000000	0.000385	-1.000000	0.205894	0.000215	0.080260	0.084598	0.033439	-1.000000
LINC00309_64189321	0.813192	0.144435	-1.000000	0.588534	-1.000000	0.664312	0.148683	0.464041	0.000234	-1.000000	-1.000000	0.001207	0.004189	0.041036	0.491685	-1.000000	0.379649	0.001230	0.167501	-1.000000	0.000011	-1.000000	-1.000000	0.078681	0.665222	0.724579	0.000799	0.346508	0.134957	0.682881	0.429342	-1.000000	0.337618	0.000007	0.412839	0.665222	-1.000000	0.000214	-1.000000	0.000490	0.412839	0.473947	-1.000000	-1.000000	-1.000000	-1.000000	0.333313	0.396438	-1.000000	-1.000000	0.581649	-1.000000	0.003384	-1.000000	0.000370	-1.000000	-1.000000	0.412839	0.008427	-1.000000	0.001408	-1.000000	0.429294	0.000004	-1.000000	0.000242	-1.000000	-1.000000	-1.000000	0.000701	-1.000000	0.665222	-1.000000	-1.000000	-1.000000	0.134957	0.000139	-1.000000	-1.000000	-1.000000	0.536003	0.009139	-1.000000	-1.000000	0.427003	-1.000000	0.134957	-1.000000	-1.000000	-1.000000	0.008427	0.249116	-1.000000	0.144435	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.011572
LINC00539_21345977	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000466	0.000822	-1.000000	-1.000000	-1.000000	0.000244	-1.000000	-1.000000	0.009171	-1.000000	0.038788	0.000015	-1.000000	-1.000000	0.002658	-1.000000	-1.000000	-1.000000	0.035134	0.000227	0.000003	-1.000000	-1.000000	0.000000	0.002750	-1.000000	0.051254	-1.000000	0.038788	0.035134	-1.000000	0.001257	-1.000000	0.000132	0.030770	0.000314	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000060	-1.000000	-1.000000	-1.000000	-1.000000	0.000268	-1.000000	-1.000000	-1.000000	-1.000000	0.017625	0.000058	-1.000000	0.000201	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.035134	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000069	0.000003	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000000	0.004112	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000
LINC00574_169794804	-1.000000	0.000046	-1.000000	-1.000000	-1.000000	0.021687	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000731	-1.000000	-1.000000	-1.000000	-1.000000	0.045400	-1.000000	0.000247	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.048770	-1.000000	0.000152	-1.000000	-1.000000	-1.000000	0.000032	-1.000000	0.079157	0.000006	0.056148	0.049286	-1.000000	-1.000000	-1.000000	0.000260	0.108957	-1.000000	-1.000000	0.000225	-1.000000	-1.000000	-1.000000	0.000078	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000007	-1.000000	-1.000000	-1.000000	0.059336	0.000026	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000019	0.062167	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.211735	0.000001	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000008	0.001113	-1.000000	0.000017	-1.000000	0.004336	-1.000000	-1.000000	-1.000000	-1.000000
LINC00607_215621922	0.003485	0.433228	-1.000000	0.032803	-1.000000	0.002447	-1.000000	-1.000000	0.000197	-1.000000	-1.000000	0.011508	0.000004	0.000812	0.003967	-1.000000	0.027510	0.000149	0.030093	-1.000000	0.076433	-1.000000	-1.000000	0.001234	0.058639	-1.000000	0.000580	0.026627	0.000268	0.026448	0.001004	-1.000000	0.035588	0.030093	0.034425	0.032936	-1.000000	0.000613	0.000888	0.002534	0.034114	0.026627	-1.000000	0.000715	-1.000000	-1.000000	0.004068	0.052836	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000057	0.000155	-1.000000	0.000355	0.001761	0.001997	-1.000000	0.002857	-1.000000	0.018859	0.000536	-1.000000	0.012291	-1.000000	-1.000000	-1.000000	0.000133	0.001793	0.058639	-1.000000	-1.000000	-1.000000	0.002813	0.006975	-1.000000	-1.000000	-1.000000	0.049814	0.001813	-1.000000	0.000000	0.058916	-1.000000	0.001554	-1.000000	-1.000000	0.000000	0.001160	0.001181	-1.000000	0.402569	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000039
LINC00664_21490214	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.044552	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.044552	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.032291	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.106197	0.002264	-1.000000	-1.000000	-1.000000	-1.000000	0.106197	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.028459	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000
LINC00664_21490218	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000000	0.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000
LINC00664_21495959	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.023616	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.022019	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.023616	-1.000000	0.022019	0.023616	-1.000000	-1.000000	-1.000000	-1.000000	0.022019	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.024015	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.023235	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000
LINC00705_4656802	0.000017	0.106417	-1.000000	0.000056	-1.000000	0.018594	0.022054	0.029931	0.000075	-1.000000	-1.000000	0.252768	0.000564	0.000732	0.014960	-1.000000	0.023279	0.209231	0.002165	-1.000000	0.000098	-1.000000	-1.000000	0.114596	0.018594	0.031985	0.001129	0.235902	0.089550	0.000017	0.419745	-1.000000	0.030524	0.003507	0.025053	0.030524	-1.000000	0.005278	0.000785	0.000053	0.023279	0.235902	-1.000000	-1.000000	-1.000000	-1.000000	0.000011	0.000010	-1.000000	-1.000000	0.025829	-1.000000	0.027533	0.003134	0.000817	-1.000000	0.000003	0.030524	0.125214	-1.000000	0.033279	-1.000000	0.115796	0.000078	-1.000000	0.091379	-1.000000	-1.000000	-1.000000	0.000379	0.000106	0.018594	-1.000000	-1.000000	-1.000000	0.089550	-1.000000	-1.000000	-1.000000	-1.000000	0.000128	-1.000000	-1.000000	-1.000000	0.000016	-1.000000	0.096825	-1.000000	-1.000000	-1.000000	0.070788	0.001403	-1.000000	0.082331	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.122689
LINC00924_95503989	-1.000000	0.240021	-1.000000	0.000484	-1.000000	0.052214	0.092433	0.058709	0.000811	-1.000000	-1.000000	0.057068	-1.000000	0.161612	0.499519	-1.000000	0.052214	0.000364	0.000342	-1.000000	0.046360	-1.000000	-1.000000	0.000543	0.052214	0.061124	0.004485	0.174355	0.000804	0.014735	0.174188	-1.000000	0.075486	0.000028	0.052214	0.052214	-1.000000	0.247815	0.054183	0.000084	0.052214	0.174355	-1.000000	0.081845	-1.000000	-1.000000	0.124141	0.062526	-1.000000	-1.000000	0.058709	-1.000000	0.056110	0.002249	0.041024	-1.000000	0.000331	0.002329	0.163235	-1.000000	0.252163	-1.000000	0.005312	0.005659	0.004190	0.007095	-1.000000	-1.000000	-1.000000	0.008193	0.000215	0.052214	-1.000000	-1.000000	-1.000000	0.000804	0.000034	-1.000000	-1.000000	-1.000000	0.062526	0.216291	-1.000000	0.000146	0.000574	-1.000000	0.000804	-1.000000	0.000011	-1.000000	0.050471	0.084857	-1.000000	0.219290	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.126069
LINC00994_64079558	-1.000000	0.074562	-1.000000	0.037383	-1.000000	0.149306	-1.000000	0.323937	0.000050	-1.000000	-1.000000	0.012866	-1.000000	-1.000000	0.300371	-1.000000	0.127800	0.008108	-1.000000	-1.000000	0.000272	-1.000000	-1.000000	0.005182	0.140440	0.098340	0.000131	0.019656	0.011998	0.009627	0.010988	-1.000000	0.101480	-1.000000	0.149306	0.149306	-1.000000	0.016916	-1.000000	0.134506	0.095137	0.019656	-1.000000	-1.000000	-1.000000	-1.000000	0.005434	0.151759	-1.000000	-1.000000	0.294180	-1.000000	0.133440	-1.000000	0.000497	-1.000000	-1.000000	0.179790	0.063046	-1.000000	0.037763	-1.000000	0.101673	0.126417	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.005673	-1.000000	0.140440	-1.000000	-1.000000	-1.000000	0.009361	0.700564	-1.000000	-1.000000	-1.000000	0.151807	0.027904	-1.000000	-1.000000	-1.000000	-1.000000	0.011998	-1.000000	-1.000000	-1.000000	0.080645	0.064420	-1.000000	0.074562	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000
LINC00994_64079570	-1.000000	0.000004	-1.000000	0.000035	-1.000000	0.000001	-1.000000	0.000000	0.000005	-1.000000	-1.000000	0.000001	-1.000000	-1.000000	0.000001	-1.000000	0.000001	0.000001	-1.000000	-1.000000	0.000057	-1.000000	-1.000000	0.000003	0.000001	0.000000	0.000001	0.000001	0.000003	0.000007	0.000001	-1.000000	0.000001	-1.000000	0.000001	0.000000	-1.000000	0.000000	-1.000000	0.000001	0.000001	0.000001	-1.000000	-1.000000	-1.000000	-1.000000	0.000007	0.000001	-1.000000	-1.000000	0.000000	-1.000000	0.000000	-1.000000	0.000001	-1.000000	-1.000000	0.000001	0.000001	-1.000000	0.000001	-1.000000	0.000000	0.000031	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000005	-1.000000	0.000001	-1.000000	-1.000000	-1.000000	0.000003	0.000001	-1.000000	-1.000000	-1.000000	0.024710	0.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000003	-1.000000	-1.000000	-1.000000	0.000001	0.000001	-1.000000	0.000003	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000
LINC01019_3422088	0.000018	0.006269	0.000117	0.006488	-1.000000	0.029158	0.002259	0.001069	0.000132	0.002012	-1.000000	0.000672	0.000062	0.016224	0.000600	0.000582	0.014594	-1.000000	0.000017	0.000567	0.089201	-1.000000	0.002336	0.000413	0.029158	0.001651	0.003042	0.001087	0.000519	0.000077	0.000067	-1.000000	0.009281	0.000279	0.014594	0.009281	0.000861	0.000010	-1.000000	0.026543	0.167541	0.000843	-1.000000	-1.000000	0.002659	0.000034	0.000336	0.000625	-1.000000	0.001637	0.000866	-1.000000	0.002786	0.000376	0.000033	-1.000000	0.001409	0.005102	0.000107	0.000861	0.002112	0.000563	-1.000000	-1.000000	0.001126	-1.000000	-1.000000	0.000935	-1.000000	-1.000000	-1.000000	0.029158	0.000053	0.000563	-1.000000	0.000435	-1.000000	-1.000000	0.000977	-1.000000	0.005482	-1.000000	-1.000000	0.001409	-1.000000	-1.000000	0.000645	0.002102	0.001514	0.001409	0.000084	0.000751	0.003869	0.001068	-1.000000	0.000996	-1.000000	-1.000000	-1.000000	-1.000000
LINC01020_5069021	0.000077	0.000009	-1.000000	-1.000000	-1.000000	0.051815	0.000391	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.007321	-1.000000	0.006290	0.000042	-1.000000	-1.000000	0.029684	-1.000000	-1.000000	-1.000000	0.005477	0.000066	0.001671	0.000761	0.101218	0.002738	0.000216	-1.000000	0.004070	-1.000000	0.060615	0.007129	-1.000000	0.000432	-1.000000	0.000068	0.006290	0.000711	-1.000000	-1.000000	-1.000000	-1.000000	0.000026	0.001390	-1.000000	-1.000000	-1.000000	-1.000000	0.000124	-1.000000	-1.000000	-1.000000	0.004109	0.006246	-1.000000	-1.000000	0.000150	-1.000000	0.000005	0.004118	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.031762	-1.000000	0.005477	-1.000000	-1.000000	-1.000000	0.101218	-1.000000	-1.000000	-1.000000	-1.000000	0.000008	0.000165	-1.000000	0.001428	-1.000000	-1.000000	0.101218	-1.000000	-1.000000	0.002804	-1.000000	0.000374	-1.000000	0.000009	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000
LINC01020_5069028	0.000001	0.000001	-1.000000	-1.000000	-1.000000	0.000000	0.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000000	-1.000000	0.000000	0.000000	-1.000000	-1.000000	0.000000	-1.000000	-1.000000	-1.000000	0.000000	0.000000	0.000000	0.000001	0.000001	0.000000	0.000000	-1.000000	0.000000	-1.000000	0.000000	0.000000	-1.000000	0.000000	-1.000000	0.000000	0.000000	0.000001	-1.000000	-1.000000	-1.000000	-1.000000	0.000000	0.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000000	-1.000000	-1.000000	0.000000	-1.000000	0.000000	0.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000000	-1.000000	0.000000	-1.000000	-1.000000	-1.000000	0.000001	-1.000000	-1.000000	-1.000000	-1.000000	0.000000	0.000000	-1.000000	0.000001	-1.000000	-1.000000	0.000001	-1.000000	-1.000000	0.000001	-1.000000	0.000000	-1.000000	0.000001	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000
LINC01103_104506977	0.000552	-1.000000	-1.000000	0.000125	-1.000000	0.302723	0.003864	0.002315	0.000027	-1.000000	-1.000000	0.002241	0.000047	0.000007	-1.000000	-1.000000	0.248063	0.024559	0.000007	-1.000000	0.000253	-1.000000	-1.000000	0.082011	0.302723	0.000075	0.227008	0.000232	0.003025	0.000100	0.072117	-1.000000	0.282444	-1.000000	0.308854	0.250614	-1.000000	0.000037	-1.000000	0.000547	0.248063	0.000216	-1.000000	0.000078	-1.000000	-1.000000	0.000214	0.000257	-1.000000	-1.000000	0.001060	-1.000000	0.000140	0.000083	0.000018	-1.000000	-1.000000	0.282444	0.428597	-1.000000	0.232305	-1.000000	0.001684	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000001	0.302723	-1.000000	-1.000000	-1.000000	0.006907	0.000026	-1.000000	0.016318	-1.000000	0.001240	0.141778	-1.000000	-1.000000	0.001419	-1.000000	0.004863	-1.000000	-1.000000	-1.000000	0.172499	0.000125	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000
LINC01259_38511706	-1.000000	0.001301	-1.000000	-1.000000	-1.000000	0.023245	0.000028	0.000059	0.000001	-1.000000	-1.000000	0.040866	-1.000000	-1.000000	-1.000000	-1.000000	0.047462	0.000002	0.017608	-1.000000	-1.000000	-1.000000	-1.000000	0.000114	0.023245	0.000145	0.000004	0.000007	0.000417	-1.000000	0.000010	-1.000000	0.060436	0.012091	0.054633	0.023245	-1.000000	0.000161	-1.000000	0.000011	0.047462	0.000015	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.044811	-1.000000	-1.000000	0.000059	-1.000000	0.000022	0.001759	0.000390	-1.000000	-1.000000	0.062518	0.000008	-1.000000	0.000019	-1.000000	-1.000000	0.001117	-1.000000	0.004973	-1.000000	-1.000000	-1.000000	0.129253	0.000000	0.023245	-1.000000	-1.000000	-1.000000	0.038296	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.017869	-1.000000	-1.000000	-1.000000	-1.000000	0.000000	-1.000000	-1.000000	-1.000000	0.000008	0.000017	-1.000000	0.000011	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000
