decoyID	oryAfe1	vicPac2	allMis1	dasNov3	gadMor1	papAnu2	eptFus1	pteAle1	octDeg1	melUnd1	hapBur1	otoGar3	eleEdw1	chrAsi1	felCat8	galGal4	panTro4	chiLan1	criGri1	pelSin1	tupChi1	latCha1	ficAlb2	bosTau8	macFas5	myoDav1	canFam3	turTru2	capHir1	loxAfr3	musFur1	fr3	nomLeu3	mesAur1	gorGor3	chlSab2	cheMyd1	cavPor3	eriEur2	equCab2	hg38	orcOrc1	petMar2	jacJac1	anoCar2	anaPla1	triMan1	calJac3	oryLat2	geoFor1	pteVam1	astMex1	myoLuc2	mm10	hetGla2	oreNil2	monDom5	ponAbe2	odoRosDiv1	chrPic2	ailMel1	falPer1	susScr3	ochPri3	ornAna1	micOch1	neoBri1	amaVit1	punNye1	oryCun2	rn6	rheMac3	colLiv1	falChe1	araMac1	oviAri3	sorAra2	xipMac1	apaSpi1	lepOcu1	saiBol1	speTri2	gasAcu1	sarHar1	echTel2	tetNig2	panHod1	pseHum1	melGal1	macEug2	lepWed1	cerSim1	zonAlb1	camFer1	takFla1	taeGut2	mayZeb1	danRer10	xenTro7	conCri1	max_spliceai_score
IARS2_220096506_D	5e-06	2e-06	-1	-1	-1	-1	0.000424	0.000278	-1	2.4e-05	-1	0.000122	-1	-1	0.036759	-1	0.272116	-1	-1	-1	-1	7e-06	-1	6.1e-05	-1	4.6e-05	2.6e-05	4.6e-05	0.000739	0.000184	2.3e-05	-1	0.352447	-1	0.008696	-1	7.9e-05	-1	-1	-1	0.210045	4.6e-05	-1	-1	-1	-1	4e-06	0.000158	-1	-1	0.000355	-1	-1	-1	-1	-1	-1	0.259608	0.000185	-1	-1	1.5e-05	-1	4e-06	-1	-1	-1	0.000281	-1	0.000127	-1	-1	-1	1.5e-05	-1	6.5e-05	1.4e-05	-1	-1	-1	0.000939	1.1e-05	-1	-1	-1	-1	6.5e-05	-1	-1	-1	0.000158	0.171968	-1	2e-06	-1	-1	-1	-1	-1	0.002537	0.352447
FAM65B_24866822_D	0.096259	0.002696	-1	0.003124	-1	0.352034	-1	0.023934	0	-1	-1	0.0307	0.006505	0.050411	0.000305	-1	0.217057	0.000991	-1	-1	-1	-1	-1	0.000904	0.352034	-1	0.000238	0.002206	0.000904	1.7e-05	0.002546	-1	0.207355	-1	0.217057	0.352034	-1	-1	0.004526	0.000961	0.221655	0.002206	-1	-1	-1	-1	4.7e-05	0.269649	-1	-1	0.023934	-1	-1	-1	0.020807	-1	-1	0.166655	0.002023	-1	3e-05	-1	-1	0.01162	-1	-1	-1	-1	-1	0.032298	-1	0.352034	-1	-1	-1	0.000988	-1	-1	-1	-1	0.144614	0.015406	-1	0.006438	-1	-1	0.001	-1	-1	-1	7.2e-05	0.000588	-1	0.0026	-1	-1	-1	-1	-1	0.005354	0.352034
DNAH10_123779736_D	-1	0.001309	-1	-1	-1	0.230668	-1	-1	-1	-1	-1	0.002097	-1	-1	-1	-1	0.088845	-1	-1	-1	-1	-1	-1	-1	0.352028	-1	-1	4.3e-05	-1	-1	0.00027	-1	0.143074	-1	-1	0.328139	-1	-1	-1	0.001543	0.105737	4.3e-05	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.00832	-1	0.010435	-1	0.000199	-1	-1	-1	-1	-1	-1	-1	-1	0.315224	-1	-1	-1	-1	-1	-1	-1	-1	0.074971	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.000464	5.6e-05	-1	0.001743	-1	-1	-1	-1	-1	-1	0.352028
NCAPG2_158665491_D	0.057612	0.038337	-1	0.16646	-1	0.089564	-1	0.326306	-1	-1	-1	4e-06	-1	-1	0.055392	-1	-1	-1	-1	-1	-1	-1	-1	1.6e-05	0.106962	-1	0.001089	0.003637	4.9e-05	0.112595	0.003554	-1	0.189112	-1	0.193332	0.132808	-1	-1	-1	0.002627	0.17731	0.003475	-1	-1	-1	-1	0.002084	0.186667	-1	-1	0.313711	-1	-1	-1	-1	-1	-1	0.152221	0.006046	-1	0.000233	-1	-1	0	-1	-1	-1	-1	-1	0.047648	-1	0.106962	-1	-1	-1	-1	-1	-1	-1	-1	0.351947	0.127955	-1	-1	0.010155	-1	-1	-1	-1	-1	0.017086	0.01744	-1	0.038337	-1	-1	-1	-1	-1	-1	0.351947
PRKCI_170272785_D	0.007617	0.20424	-1	-1	-1	0.342445	0.006998	0.009759	0.000475	-1	-1	0.009689	-1	0.019174	0.000845	-1	0.351813	1.3e-05	-1	-1	0	-1	-1	-1	0.342445	0.00064	0.13893	0.000617	-1	0.00565	0.000625	-1	0.209947	-1	0.351813	0.342445	-1	4.5e-05	-1	0.000785	0.351813	0.009055	-1	-1	-1	-1	0.001456	0.004355	-1	-1	0.009759	-1	0.00039	-1	9.8e-05	-1	-1	0.124745	-1	-1	0.007688	-1	0.000966	-1	-1	-1	-1	-1	-1	0.0306	9.8e-05	0.342445	-1	-1	-1	-1	3.5e-05	-1	-1	-1	0.019615	0.069432	-1	-1	0.045927	-1	-1	-1	-1	-1	-1	0.000899	-1	0.201026	-1	-1	-1	-1	-1	0.003866	0.351813
HERC6_88415066_D	-1	0.005285	-1	-1	-1	0.351612	0.001832	-1	-1	-1	-1	0.000171	-1	-1	-1	-1	0.034782	8.2e-05	-1	-1	-1	-1	-1	-1	0.351612	9.4e-05	-1	0.001807	0.002722	-1	-1	-1	0.034782	-1	0.034782	0.351612	-1	-1	-1	-1	0.034782	0.001807	-1	-1	-1	-1	-1	0.012822	-1	-1	-1	-1	0.000138	-1	-1	-1	-1	0.034782	-1	-1	5e-06	-1	0.005946	-1	-1	-1	-1	-1	-1	-1	-1	0.249993	-1	-1	-1	0.004781	-1	-1	-1	-1	0.034782	-1	-1	-1	-1	-1	0.00229	-1	-1	-1	8.9e-05	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.351612
PRRC2B_131486540_D	0.006013	0.006428	-1	0.003682	-1	0.005968	0.027834	0.036063	1.8e-05	-1	-1	0.006546	0.000571	0.011342	0.006882	-1	0.005968	0.016479	0.000606	-1	0.009781	-1	-1	0.007862	0.005968	0.011424	0.007379	0.006919	0.007862	0.006038	0.00809	-1	0.005772	5.3e-05	0.005968	0.005968	-1	0.015486	0.038812	0.004365	0.005968	0.006919	-1	2.7e-05	-1	-1	0.006038	0.005789	-1	-1	0.033398	-1	0.010644	0.013451	0.030477	-1	3.2e-05	0.005968	0.008486	-1	0.007148	-1	0.006428	0.351581	0.004069	0.00061	-1	-1	-1	0.092128	0.107734	0.005968	-1	-1	-1	0.007862	0.019013	-1	-1	-1	0.005789	0.010161	-1	-1	0.006038	-1	0.007862	-1	-1	-1	0.008486	0.006087	-1	0.006607	-1	-1	-1	-1	-1	0.002422	0.351581
ATP9A_51617598_D	0	0.000143	0	0.000973	-1	0.000264	0	9e-06	0.006047	-1	0	0.028047	-1	0	0.013275	-1	0.049538	0.033131	1e-06	0	0.013398	0.008095	0	0.00032	0.003159	5e-05	0.008711	1.9e-05	0.000261	2e-06	0.064435	0	0.303742	0	0.276178	0.001303	0	0	3.7e-05	3.4e-05	0.28218	1.9e-05	-1	0.00351	3.9e-05	6e-06	3.5e-05	0.351544	-1	0	-1	0	5e-05	0	0	0	1e-06	0.2091	0.060521	0	3.1e-05	2e-06	0.000116	0.000314	0	0	0.014493	-1	0	-1	-1	0.003159	-1	2e-06	-1	0.000261	-1	0	0	0.000106	0.154227	0	0	-1	0	0	0.000261	0	-1	0	0.016279	1e-06	0	1.1e-05	0	0	0	-1	-1	0	0.351544
CRY2_45871460_D	0.351411	0.002852	-1	0.006562	-1	0.021994	0.002996	0.00027	3.4e-05	-1	-1	0.002821	8e-06	2e-06	0.230301	-1	0.023393	5.1e-05	3.3e-05	-1	-1	-1	-1	0.013074	0.021994	0.044769	0.02515	0.005425	0.001768	0.006283	0.096204	-1	0.015184	3e-06	5.1e-05	0.021994	-1	0.00045	-1	0.003813	0.020102	0.005425	-1	1.5e-05	-1	-1	0.013221	3.1e-05	-1	-1	0.000345	-1	0.043022	2e-06	0.000279	-1	-1	0.020102	0.058034	-1	0.025371	-1	0.000484	0.009884	-1	6e-06	-1	-1	-1	7e-05	0.039555	0.021994	-1	-1	-1	0.010278	4e-06	-1	-1	-1	0.019237	-1	-1	-1	0.021303	-1	0.004801	-1	-1	-1	0.025535	0.006883	-1	0.000681	-1	-1	-1	-1	-1	2.7e-05	0.351411
UFL1_96541046_D	0.000788	0.012574	-1	0.016815	-1	0.000358	0.00182	0.021379	0.019373	-1	-1	0.026883	9.3e-05	-1	0.000134	-1	0.225897	0.017867	-1	-1	0.011059	-1	-1	0.016148	0.000358	0.001702	0.020824	0.022283	0.016148	8e-05	0.089623	-1	0.004797	-1	0.0563	0.000358	-1	0.058676	7.7e-05	0.029346	0.351346	0.022283	-1	1.2e-05	-1	-1	0.0026	0.0113	-1	-1	0.021379	-1	0.003101	5.9e-05	0.012041	-1	-1	0.007122	0.30997	-1	0.050779	-1	0.047942	0.000119	-1	-1	-1	-1	-1	2e-04	0.000226	0.000358	-1	-1	-1	0.016148	0.000215	-1	-1	-1	0.010634	0.005014	-1	4.9e-05	6.9e-05	-1	0.011589	-1	-1	-1	0.2577	0.112226	-1	0.04548	-1	-1	-1	-1	-1	8.4e-05	0.351346
PTPRM_8249098_D	0.233146	2.8e-05	0.000349	0.223826	-1	0.224784	0.138976	2.4e-05	0.18306	0.003551	-1	0.115272	0.006224	0.270162	0.258403	4e-06	0.233146	0.18306	0.149861	0.00219	0.260417	-1	0.000699	0.053538	0.233146	0.150053	0.276188	0.028688	0.000459	0.022711	0.001861	-1	0.233146	0.119504	-1	0.233146	0.00287	0.159617	0.182456	0.129289	0.233146	0.028688	-1	0.221787	1.5e-05	0.000744	0.013564	0.233146	-1	0.000618	2.3e-05	-1	0.150053	0.213169	0.197572	-1	0.209608	0.233146	0.35134	0.0044	0.025003	4.8e-05	0.00197	0.229094	0.229372	0.000427	-1	0.001434	-1	0.264298	0.30683	0.233146	5.2e-05	2.2e-05	0.022143	0.03763	0.000128	-1	0.003315	-1	0.233146	0.227377	-1	0.191978	0.292217	-1	0.037522	0.000144	1.3e-05	0.191978	0.35134	0.093949	0.001465	6.1e-05	-1	0.001014	-1	-1	-1	0.258272	0.35134
AP3B1_78036326_D	5.6e-05	0.000544	-1	0.001201	-1	0.0028	0.000507	0.001167	0.020278	-1	-1	0.025523	0.05076	0.00366	3e-04	-1	0.000492	0.036605	0	-1	0.006373	-1	-1	0.000231	0.0028	0.012483	0.000332	0.027008	0.000244	0.000155	0.000239	-1	0.051703	0	0.127719	0.0028	-1	0.013305	0.013571	0.000817	0.127334	0.027008	-1	0.044366	-1	-1	0.001255	0.032822	-1	-1	0.000686	-1	0.001852	0	0.031769	-1	-1	0.106499	0.000461	-1	0.000319	-1	0.00029	0.351327	-1	0	-1	-1	-1	0.013904	-1	0.0028	-1	-1	-1	0.000244	0.002441	-1	-1	-1	0.026316	0.046211	-1	-1	0	-1	0.000244	-1	-1	-1	0.000177	0.000163	-1	0.000743	-1	-1	-1	-1	-1	0.00961	0.351327
ARMC4_27987152_D	0.000496	0.001462	-1	0.000738	-1	0.204631	0.003094	0.010949	0.000624	-1	-1	0.246326	0.023072	0.004535	0.000334	-1	0.351257	0.003366	0.00128	-1	0.000442	-1	-1	3.3e-05	0.204631	0.021989	0.00019	0.007863	3.3e-05	0.001249	0.000871	-1	0.307179	-1	0.276917	0.204631	-1	0.000816	3.4e-05	0.012379	0.308289	0.007863	-1	0.00013	-1	-1	0.000221	0.067538	-1	-1	0.010949	-1	0.021989	0.000199	0.001604	-1	-1	0.307179	0.000281	-1	0.000186	-1	0.082458	0.00353	-1	0.001781	-1	-1	-1	1e-06	0.114779	0.204631	-1	-1	-1	3.3e-05	9e-06	-1	-1	-1	0.0865	0.002262	-1	-1	-1	-1	3.9e-05	-1	-1	-1	0.000281	0.040839	-1	0.001348	-1	-1	-1	-1	-1	1.7e-05	0.351257
USP37_218465587_D	2.1e-05	0.000455	-1	0	-1	0.138939	0.011356	5e-06	1.7e-05	-1	-1	0.007629	-1	0.002718	0.000959	-1	0.341022	0.032301	-1	-1	0.000414	-1	-1	0.006111	0.118737	0.008571	0.001394	0.00014	0.000606	2e-06	0.000214	-1	0.351217	-1	0.297785	0.142469	-1	0.012532	-1	0.000111	0.341022	0.00014	-1	-1	-1	-1	0	0.06784	-1	-1	7e-06	-1	-1	-1	0.043056	-1	-1	0.302657	1e-06	-1	1e-06	-1	6e-06	0.012501	-1	-1	-1	-1	-1	0.017734	-1	0.138939	-1	-1	-1	0.000362	0.000137	-1	-1	-1	0.057736	0.000725	-1	-1	0.000209	-1	0.000485	-1	-1	-1	1e-06	8e-06	-1	0.000455	-1	-1	-1	-1	-1	7e-06	0.351217
APPL1_57236732_D	0.004585	0.001313	-1	0.085242	-1	0.108407	2.6e-05	0.00675	0.004681	0.008285	-1	0.021574	0.006294	0.006204	0.00291	-1	0.169368	0.006132	6e-06	-1	0.002635	-1	-1	0.007287	0.081461	1.9e-05	0.000601	0.000369	0.009343	0.045702	0.000568	-1	0.351144	0.000127	0.169368	0.153194	-1	0.005863	0.001791	0.00341	0.169368	0.000369	-1	0.000181	-1	0.000102	-1	0.049133	-1	-1	0.008794	-1	2.7e-05	4.4e-05	0.007778	-1	0.016666	0.090131	0.000949	-1	0.004477	4.3e-05	-1	6.5e-05	-1	-1	-1	0.053317	-1	0.003864	4.3e-05	0.081461	-1	4.3e-05	-1	0.009343	4.3e-05	-1	0	-1	0.058311	-1	-1	0.02776	0.067533	-1	0.009831	-1	-1	-1	0.001358	2.8e-05	-1	0.001313	-1	-1	-1	-1	-1	3e-06	0.351144
LPCAT1_1460808_D	-1	-1	-1	-1	-1	0.245036	-1	-1	-1	-1	-1	0.000218	-1	0.008037	-1	-1	0.118929	-1	-1	-1	-1	-1	-1	-1	0.247716	7.8e-05	-1	0	-1	-1	-1	-1	0.280829	-1	0.101073	0.245036	-1	-1	-1	0.064467	0.184055	0	-1	-1	-1	-1	2.5e-05	0.351131	-1	-1	-1	-1	-1	1.2e-05	-1	-1	-1	0.051176	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.247716	-1	-1	-1	-1	-1	-1	-1	-1	0.34801	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1e-06	-1	-1	-1	-1	-1	-1	-1	-1	0.351131
SNX13_17818171_D	-1	-1	-1	0.056126	-1	0.0409	0.006961	0.009163	-1	-1	-1	0.000407	4e-06	-1	0.139594	-1	0.045798	0.08539	-1	-1	-1	-1	-1	0.000809	0.0409	1e-05	-1	0.019972	0.117853	-1	0.046578	-1	0.045798	0.021663	0.045798	0.058867	-1	4.2e-05	2.8e-05	0.01465	0.045798	0.019972	-1	-1	-1	-1	-1	0.051551	-1	-1	0.015721	-1	0.000324	0.002467	0.026336	-1	-1	0.045798	0.004888	-1	0.005987	-1	0.002132	-1	-1	0.05953	-1	-1	-1	-1	-1	0.0409	-1	-1	-1	0.13562	-1	-1	-1	-1	0.042478	0.351117	-1	-1	-1	-1	0.117853	-1	-1	-1	0.01315	0.005627	-1	-1	-1	-1	-1	-1	-1	-1	0.351117
GATA3_8059617_D	0.000494	0.175722	-1	0.0529	-1	0.051174	0.350872	0.051	0.179754	-1	-1	0.10406	0.051147	0.066875	0.135353	-1	0.212074	0.009844	0.129955	-1	0.000248	-1	-1	0.030853	0.061758	0.31171	0.041276	0.138774	0.073031	0.006756	0.058474	-1	0.081624	0.125578	0.212074	0.061758	-1	0.006163	0.014195	0.194594	0.212074	0.140404	-1	0.086587	-1	-1	0.306742	0.248354	-1	-1	0.051	-1	0.184143	0.030251	0.070301	-1	0.005063	0.212074	0.019522	-1	0.265421	-1	0.139678	0.038354	-1	0.230664	-1	-1	-1	6e-06	0.068373	0.061758	-1	-1	-1	0.073031	-1	-1	-1	-1	0.260483	0.055264	-1	0.029517	0.039755	-1	0.056854	-1	-1	0.012181	0.003236	0.084897	-1	0.138701	-1	-1	-1	-1	-1	0.006601	0.350872
KRT222_40659851_D	0.005407	0.002202	-1	0.000111	-1	0.036403	0.003497	0.038147	-1	0	-1	0.001168	1.5e-05	2e-06	0.000967	-1	0.033548	5e-06	1e-06	8.9e-05	0.00279	-1	-1	0.000495	0.016244	7.9e-05	0.002709	0.002711	0.00023	0.047928	5.3e-05	-1	0.000283	5e-06	1.3e-05	0.062842	0.001913	1e-06	0.001112	9.2e-05	0.035068	0.005734	-1	-1	-1	0.000392	0.045648	0.024239	-1	-1	0.064847	-1	0.004164	4e-05	0.028199	-1	3e-06	0.022207	0.026517	-1	0.006865	-1	0.000821	3.5e-05	-1	0.043335	-1	0	-1	1.1e-05	9e-06	0.016244	-1	-1	0	0.000224	0.003207	-1	-1	-1	0.043375	1.5e-05	-1	0.000231	0.350658	-1	0.000317	-1	-1	-1	0.001581	0.026814	-1	0.001351	-1	-1	-1	-1	-1	0.000245	0.350658
MYCBP2_77093009_D	0.001701	3e-04	-1	0.000411	-1	-1	0.039053	0.00099	0.000269	-1	-1	0.000108	0.000431	-1	3.2e-05	-1	0.079945	0.000491	0.000147	-1	0.087823	-1	-1	0.120935	-1	0.003712	3.9e-05	0.127347	0.109939	0.005852	3e-05	-1	0.087149	7.1e-05	0.068903	-1	1.8e-05	0.000362	1.7e-05	0.102119	0.079945	-1	-1	3e-06	-1	-1	0.002077	0.13673	-1	-1	0.00099	-1	0.005088	0.000474	0.002708	-1	3e-05	0.350604	0.000107	-1	9.2e-05	-1	0.000475	0.108066	0.014586	6e-05	-1	-1	-1	0.065533	9.1e-05	-1	0	-1	-1	0.075562	0.037902	-1	-1	-1	0.158209	0.001339	-1	-1	-1	-1	0.062418	-1	5.2e-05	2e-06	0.000107	0.0316	-1	0.125938	-1	1e-06	-1	-1	0.010858	-1	0.350604
SBF2_9789927_D	0.001761	0.027138	-1	0.000213	-1	0.02958	0.000887	0.005436	0.001513	-1	-1	0.206731	0.000702	-1	0.350482	-1	0.025952	0.003554	9.6e-05	-1	0.000913	-1	-1	0.004718	0.043856	3e-04	0.032515	0.00837	0.004311	0.000277	0.000459	-1	0.027623	0.000184	0.025952	0.022695	-1	0.016331	0.004708	0.032806	0.025952	0.00837	-1	9.4e-05	-1	-1	0.140337	0.016835	-1	-1	0.005436	-1	0.007295	0	0.00012	-1	-1	0.023428	0.000476	-1	0.010958	-1	0.001337	0.008334	-1	0.000898	-1	-1	-1	0.000193	-1	0.02958	-1	-1	-1	0.00525	1.4e-05	-1	-1	-1	0.0021	0.033757	-1	-1	0.000152	-1	0.00525	-1	-1	-1	0.000749	0.021597	-1	0.027138	-1	-1	-1	-1	-1	0.002802	0.350482
KIAA1211_56308444_D	-1	0.005035	-1	0.007339	-1	0.035996	0.004311	0.07143	0.013028	-1	-1	1.6e-05	-1	-1	7.2e-05	-1	0.055616	0.025299	9.6e-05	-1	1e-06	-1	-1	0.000961	0.035996	0.001639	0.144899	5.9e-05	0.013533	-1	0.000283	-1	0.050015	-1	0.033753	0.035996	-1	0.040663	0.010545	0.350449	0.055616	0.000148	-1	0.00101	-1	-1	-1	0.006816	-1	-1	0.068282	-1	0.001332	-1	0.012784	-1	-1	0.000268	0.238068	-1	0.008473	-1	-1	-1	-1	0.006104	-1	-1	-1	-1	0.035727	0.035996	-1	-1	-1	0.013274	-1	-1	-1	-1	0.023951	0.000203	-1	-1	-1	-1	0.013533	-1	-1	-1	0.180954	0.000541	-1	0.003696	-1	-1	-1	-1	-1	0.000309	0.350449
GNL2_37583693_D	0.031692	1e-05	-1	-1	-1	0.001863	4e-06	0.009928	0.000888	-1	-1	0.014644	0.000217	0.004797	0.000123	-1	0.150542	0.008722	6e-06	-1	0.003159	-1	-1	0.000153	0.000993	0.000771	0.000731	0.000174	2e-04	0.011615	0.000248	-1	0.350262	0.000142	0.252193	0.002312	0.051707	1.2e-05	-1	0.0054	0.252193	0.000174	-1	0.000637	-1	-1	0.018833	0.255843	-1	-1	-1	-1	0.000372	-1	0.00658	-1	0.000403	0.338862	0.085248	0.021226	2.8e-05	0.000434	0.000104	1.5e-05	-1	1.1e-05	-1	-1	-1	0.000241	-1	0.000993	-1	0.000434	-1	0.000128	3e-06	-1	-1	-1	0.147074	0.147781	-1	0.050165	0.104061	-1	0.000231	-1	-1	-1	0.000163	0.001872	-1	1.2e-05	-1	-1	-1	-1	-1	4.2e-05	0.350262
COL11A1_103076419_D	0.02398	0.013586	-1	0.036399	-1	0.017366	-1	0.011377	-1	-1	-1	0.350156	0.070999	0.103846	0.006552	-1	0.20122	-1	0	-1	-1	-1	-1	0.310419	0.074297	-1	0.005925	0.014875	0.116196	0.026247	-1	-1	0.132014	-1	0.243062	0.088728	-1	-1	0.000423	0.002748	0.20122	0.014875	-1	6.9e-05	-1	-1	0.230287	0.001525	-1	-1	0.005884	-1	-1	-1	-1	-1	-1	0.150926	0.00393	-1	0.005992	-1	0.000394	0.004417	-1	-1	-1	-1	-1	0.013398	-1	0.074297	-1	-1	-1	0.053047	-1	-1	-1	-1	0.228675	1.6e-05	-1	-1	0.003496	-1	0.101077	-1	-1	-1	0.004218	0.004116	-1	0.013586	-1	-1	-1	-1	-1	0.001103	0.350156
INTS4_77896893_D	-1	-1	-1	0.145142	-1	0.245492	0.321759	0.216965	-1	-1	-1	0.035167	-1	-1	0.00377	-1	0.165885	-1	-1	-1	0.010129	-1	-1	-1	0.152615	0.216477	0.034393	0.001403	0.168314	0.181222	0.012623	-1	0.259444	-1	-1	0.108374	-1	-1	-1	0.000189	0.165885	0.001403	-1	-1	-1	-1	0.302556	0.165885	-1	-1	0.216965	-1	0.282032	-1	0.00014	-1	-1	0.001855	0.303396	-1	-1	-1	0.309003	-1	-1	-1	-1	-1	-1	-1	-1	0.152615	-1	-1	-1	0.081979	-1	-1	-1	-1	0.165885	0.244911	-1	-1	-1	-1	0.049379	-1	-1	-1	0.350154	0.105802	-1	-1	-1	-1	-1	-1	-1	0.134689	0.350154
HADHA_26192036_D	0.002173	0.03822	-1	0.11701	-1	0.184032	0.003464	0.000135	0.138709	-1	-1	-1	0.00481	0.350024	0.001822	-1	0.117489	0.077714	-1	-1	0.174004	-1	-1	0.100476	0.184032	0.017865	0.049192	0.202404	0.124518	0.058551	0.001531	-1	0.184032	0.000143	0.100221	0.102421	0	0.034031	0.001012	0.050248	0.100221	0.202404	-1	-1	-1	0	0.09985	0.176333	-1	-1	0.000143	-1	0.030153	0.048504	0.02559	-1	-1	0.198288	0.000155	1.1e-05	0.000177	0	0.326953	0.002295	-1	-1	-1	-1	-1	1e-06	0.048141	0.184032	-1	-1	-1	0.124518	-1	-1	-1	-1	0.188739	-1	-1	-1	-1	-1	0.124518	3.5e-05	0	-1	0.099055	0.034833	-1	0.03822	-1	-1	-1	-1	-1	0.000136	0.350024
NALCN_101091768_D	0.000757	2.1e-05	0.000547	-1	-1	0.097042	0.000228	0.030466	0.016628	-1	-1	0.072322	0.000921	0.005687	0.05203	-1	0.117144	0.000222	9.8e-05	-1	3.9e-05	-1	-1	0.027735	0.138417	0.000539	0.020405	0.026322	0.040795	0.001414	0.050175	-1	0.349927	0.003895	0.318026	0.152025	0.000122	0.001006	-1	0.003879	0.332013	0.026322	-1	0.001886	-1	-1	0.000386	0.000156	-1	-1	0.030466	-1	0.002753	0.002617	2e-05	-1	0.001429	0.349927	0.026322	8.2e-05	0.028309	-1	2.5e-05	0.118215	-1	0.009191	-1	-1	-1	0.000239	0.002353	0.138417	-1	-1	-1	0.040795	0.000197	-1	-1	-1	7.8e-05	0.00364	-1	2.3e-05	0.000806	-1	0.045005	-1	-1	0.000194	0.012374	0.004848	-1	0.032236	-1	-1	-1	-1	-1	0.026547	0.349927
CPA4_130296192_D	1e-06	0.001029	-1	3.8e-05	-1	-1	-1	0.002543	0.003101	-1	-1	0.03081	-1	0.000915	0.001062	-1	0.021763	0.001849	-1	-1	0.349855	-1	-1	0.000376	0.008063	-1	0.001255	0.002552	0.000288	0.001256	0.001038	-1	0.039543	-1	0.012744	0.014632	-1	0.000858	-1	0.005116	0.187457	0.002552	-1	0.016675	-1	-1	0.000511	8e-06	-1	-1	0.00145	-1	-1	3.3e-05	0.000648	-1	-1	0.043596	0.001235	-1	0.001075	-1	0.001039	2e-06	-1	0.053313	-1	-1	-1	-1	0.00361	0.008063	-1	-1	-1	0.000259	7.7e-05	-1	-1	-1	0.001098	1.3e-05	-1	-1	-1	-1	0.000288	-1	-1	-1	0.010874	9e-05	-1	0.001029	-1	-1	-1	-1	-1	0.01525	0.349855
GIT2_109944620_D	0.002055	0.127014	-1	0.304132	-1	0.001368	0.000777	0.030351	0.01813	-1	-1	0.034934	0.00071	0.000572	0.070155	-1	0.085845	4.9e-05	0.000434	-1	0.062156	-1	-1	0.106727	0.001368	0.000162	0.041685	0.146674	0.150409	0.01165	0.019914	-1	0.067193	-1	0.150688	0.001368	-1	0.00045	-1	0.042244	0.071942	0.000123	-1	0.075129	-1	-1	0.000418	0.040268	-1	-1	0.030351	-1	0.000349	1e-06	0.000488	-1	-1	0.064115	0.027707	-1	0.052914	-1	0.047955	0.00055	-1	0.000121	-1	-1	-1	0.001088	1e-06	0.001368	-1	-1	-1	0.154333	-1	-1	-1	-1	9.6e-05	0.349834	-1	-1	0.025041	-1	0.174172	-1	-1	-1	0.014755	0.062988	-1	0.12436	-1	-1	-1	-1	-1	0.000138	0.349834
TXNRD1_104320218_D	6.2e-05	0.000156	-1	1.5e-05	-1	0.003455	4.9e-05	1.8e-05	0.005478	-1	-1	0.349773	4e-06	-1	2e-05	-1	0.007968	1.9e-05	2.6e-05	-1	9e-06	-1	-1	0.004147	0.003455	6e-06	0.000631	0.003962	1.4e-05	2e-05	0.002875	-1	0.007927	6e-05	0.007968	0.003455	-1	0.001214	1.9e-05	1.2e-05	0.007968	0.003962	-1	-1	-1	-1	0.004284	0.004272	-1	-1	1.8e-05	-1	1.5e-05	1.7e-05	0.003069	-1	-1	-1	0.001452	-1	0.000828	-1	5.6e-05	-1	-1	-1	-1	-1	-1	0.000626	1.6e-05	0.003455	-1	-1	-1	1.4e-05	-1	-1	-1	-1	0.005542	-1	-1	-1	0.000222	-1	1.7e-05	-1	-1	-1	0.004724	9e-06	-1	4.3e-05	-1	-1	-1	-1	-1	0.020055	0.349773
USP9X_41201556_D	-1	-1	-1	3e-06	-1	0.317953	-1	-1	-1	-1	-1	0.000214	-1	-1	-1	-1	0.112061	-1	-1	-1	-1	-1	-1	-1	0.317953	-1	-1	0	0	0	-1	-1	0.178677	-1	0.008696	0.174714	-1	0.003683	-1	1e-06	0.349649	0	-1	-1	-1	-1	0	0.041909	-1	-1	-1	-1	-1	-1	0.000144	-1	-1	0.1661	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.218202	-1	-1	-1	0	-1	-1	-1	-1	0.041265	-1	-1	0.001291	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.349649
